Bibliothek der Gesellschaft deutscher Sprachforscher (Berlin)

Bibliothek des Berlinischen Gymnasiums (Berlin)

Bibliothek des Suminariums für gelehrte Schulen (Berlin)

Binge, M.J. (Frankfurt am Main)

Bock, Moses Hirsch, בוק, משה (בן) צבי (Berlin)

Bodenheimerssohn (Strasbourg)

Bötow, S.L. (Berlin)

Breidenbach (Frankfurt am Main)

Brese (Geheim-Hof-Post-Sekretairinn, Berlin)

Burg, J. (Berlin)

Büschenthal (Neuwied)

Bütow, J.L. (Berlin)

Cahn, W. (Frankfurt am Main)

Campe, J.H. (Rat, Braunschweig)

Cassel, D. (Frankfurt am Main)

Cramer, M.L. (Braunschweig)

Dalberg, Carl von (Fürstprimas, Ebf. von Mainz, Mainz)

Deeken (Pfarrer und Konsistorialrat, Frankfurt am Main)

Diehl (Schullehrer, Frankfurt am Main)

Eberstein, Freiherr von (Geh. Staatsrat und Kommissar, Frankfurt am Main)

Ehler, A.Ph. (Halberstadt)

Elsas, S. (Frankfurt am Main)

Emden, F. (Frankfurt am Main)

Emden, M.J. (Frankfurt am Main)

Engelbrecht (Justiziar, Braunschweig)

Ephraim, Veitel H., אפרים, פייטל (Berlin)

Faber (Conrector, Braunschweig)

Feidel, A. (Kassel)

Feidel, L. (Kassel)

Flaschin, S. (Frankfurt am Main)

Flersheim, L.H. (Frankfurt am Main)

Flersheim, M.S. (Frankfurt am Main)

Flersheim, S.J. (Frankfurt am Main)

Fränkel, David (Direktor der Jüdischen Freischule, Dessau)

Fränkel, M.J. (Berlin)

Fränkel, M.L. (Berlin)

Fraustädter, S. (Berlin)

Friedländer, David, פרידלענדר, דוד (Berlin)

Fürst, פירשט (Dr., Berlin)

Fürstenthal (Münden)

Gebert, N.J. (Berlin)

Geisenheimer (Vorsteher des Philantropins, Frankfurt am Main)

Gobert, J. (Frankfurt am Main)

Goldschmid, H. (Berlin)

Goldschmied (Dr. med., Frankfurt am Main)

Goldschmied, B.S. (Frankfurt am Main)

Goldschmied, M.M. (Frankfurt am Main)

Goldschmied, S.R. (Kassel)

Goslar, M. (Berlin)

Götz, L.H. (Frankfurt am Main)

Gumperz, R.S. (Berlin)

Günderode, von (Geheimrat und Stadtschultheiß, Frankfurt am Main)

Haas, M.L. (Frankfurt am Main)

Haas, S.D. (Frankfurt am Main)

Halle, Joel Samuel von (Berlin)

Haller, M (Berlin)

Hanau, H.L. (Frankfurt am Main)

Hanstein, Gottfried August Ludwig (Probst, Oberkonsistorialrat, Berlin)

Hechinger, S.M. (Kassel)

Hecker (Oberkonsistorialrat, Berlin)

Heidenheim, Wolf, הידנהים, וולף (Rödelheim)

Heinsius (Prof. Dr., Berlin)

Herz, J. (Kassel)

Herzfeld, M. (Frankfurt am Main)

Hess, M. (Frankfurt am Main)

Hildesheimer, I. (Frankfurt am Main)

Hirsch, D. (Oberältester, Berlin)

Holländer, B. (Berlin)

Holzmann (Inspektor, Magdeburg)

Isaac, L. (Berlin)

Itzig, L.D. (Potsdam)

Jacobssohn, S. (Frankfurt am Main)

Jakobson, Israel (Kammeragent, Braunschweig)

Joelssohn, S. (Frankfurt am Main)

Jonas, Koppel (Braunschweig)

Joseph, Herz (Berlin)

Jüdel (Braunschweig)

Jüdische Freischule (Berlin)

Kirchheim, H. (Frankfurt am Main)

Kirchner (Professor, Frankfurt am Main)

Koch (Doctor, Prediger, Berlin)

Königsberger, I.A. (Berlin)

Krautwadel (Prediger, צ'ופלוויץ)

Kulp, D.H. (Frankfurt am Main)

Kunze, I.S. (Berlin)

Lazarussohn, N. (Berenburg)

Leipnik, F.S. (Frankfurt am Main)

Lettow (Prediger, Berlin)

Levi, N. (Ratibor)

Levi, S. (Kassel)

Levin, M. (Berlin)

Levinsohn (Frankfurt am Main)

Liefländer (stud. med.)

Lilig, L. (Frankfurt am Main)

Lindau, Baruch, לינדויא, ברוך (Berlin)

Lomnitz, S.B. (Berlin)

Lövi, G.S. (Berlin)

Lövisohn, A. (Kassel)

Lüdeke (Prediger, Berlin)

Maas, J. (Frankfurt am Main)

Mathiä (Professor, Frankfurt am Main)

Mathier (Dr., Bernburg)

May, A.B. (Frankfurt am Main)

May, Seligmann B. (Frankfurt am Main)

Metz, L. (Frankfurt am Main)

Meyer (Inspektor, Braunschweig)

Meyer, J.D. (Frankfurt am Main)

Meyer, J.L. (Berlin)

Mitgau (Prediger, Seesen)

Moses, A. (Berlin)

Moses, A.J. (Berlin)

Moses, J. (Berlin)

Moses, J.A. (Berlin)

Moses, S.J. (Berlin)

Moses, Salomon

Moses, W.J. (Berlin)

Muhr, J.S. (Berlin)

Münter (Dr., Copenhagen)

Neugaß, M.L. (Berlin)

Neumann, Israel (Lehrer, Dessau)

Nolti (Oberkonsistorialrat, Berlin)

Offenbach, A.A. (Kassel)

Oppenheim (Dr. med., Frankfurt am Main)

Oppenheim J.H. (Frankfurt am Main)

Oppenheim, E.N. (Braunschweig)

Oppenheim, J. (Frankfurt am Main)

Oppenheim, L.H. (Frankfurt am Main)

Philipssohn, Moses (Lehrer, Dessau)

Poll, S. (Braunschweig)

Reimann (Erzieher des Prinzen Friedrich, Berlin)

Reis, J. (Frankfurt am Main)

Reis, S.M. (Frankfurt am Main)

Reitlinger, J. (Frankfurt am Main)

Ribbeck, Konrad Gottlieb (Probst, Berlin)

Ries, D.J. (Berlin)

Ries, J.J. (Berlin)

Rindskopf, J.S. (Frankfurt am Main)

Rindskopf, M.L. (Frankfurt am Main)

Rintel, L.W. (Berlin)

Ritter, C. (Frankfurt am Main)

Rothschild, Meyer Amschel (Frankfurt am Main)

Runkel, A.M. (Frankfurt am Main)

Sachs, J. (Lehrer, Frankfurt am Main)

Sachs, S.L. (Berlin)

Salomon (Lehrer, Dessau)

Salomon, L. (Frankfurt am Main)

Salomonssohn (Amsterdam)

Samson, J.H. sen. (Braunschweig)

Samson, M.H. jun. (Braunschweig)

Sandersleben, J. Jacob (Münden)

Sandersleben, M. (Kassel)

Schlesinger, Liebermann Marcus, שלעזינגר, ליברמן (Berlin)

Schlesinger, M.J. (Kassel)

Schloß&Pfungst (Frankfurt am Main)

Schloß, C.A. (Frankfurt am Main)

Schnapper, A.B. (Frankfurt am Main)

Schottländer (Hofrat, Seesen)

Schuster, S.M. (Frankfurt am Main)

Schwarzschild, A.D. (Frankfurt am Main)

Sichel, B. (Frankfurt am Main)

Sichel, J.M. (Frankfurt am Main)

Simon, J.M. (Kassel)

Simon, Michel (Kassel)

Simon, N. (Potsdam)

Simon, Z. (Berlin)

Simonssohn, Abraham (Hofagent, Berlin)

Speyer, J.M. (Frankfurt am Main)

Speyers Söhne (Frankfurt am Main)

Stern (Frankfurt am Main)

Stiebel, H.J. (Frankfurt am Main)

Troschel, H. (Prediger, Berlin)

Troschel, D.S. (Prediger, Berlin)

Ulmann, D. (Frankfurt am Main)

V., von (Graf, Berlin)

Veit, Joseph (Berlin)

Veit, Ph. (Berlin)

Veit, Simon (Berlin)

Veitel, H. Ephraim (Ober-Ältester, Berlin)

Vogt (Legationsrat und Curator, Frankfurt am Main)

Vollrath zu Solms-Rödelheim (Reichsgraf)

Wallach, David (Berlin)

Wallach, D. (Berlin)

Wetzlar, G.J. (Frankfurt am Main)

Witternheim (Strasbourg)

Wolf (Lehrer, Dessau)

Wolf jun. (Dr. med., Frankfurt am Main)

Wolf, A. (Frankfurt am Main)

Wolf, L.M. (Ober-Landesältester, Berlin)

Worms, J.M. (Baumeister, Frankfurt am Main)

Zacharius, L.J. (Münden)","filtered_html"
"node","book",0,2232,2232,"und",0,"שמות החברים בחברת \"מרפא לנפש\" מופיעים בעמוד הראשון","filtered_html"
"node","book",0,2234,2234,"und",0,"יש להעתיק את הרשימה","filtered_html"
"node","book",0,2253,2253,"und",0,"אין רשימת חותמים מראש בעותק שנבדק. אך צורפה בקשת סליחה מאת המוציא לאור לפרענומערנטן על כי לא עלה בידו לקיים את הבטחתו באשר למועד הפרסום.","filtered_html"
"node","book",0,2260,2260,"und",0,"שמותיהם מופיעים בעמ' האחרון לספר","filtered_html"
"node","book",0,2262,2262,"und",0,"(ללא כותרת): עמ' [1]: סטנוב מתאר בהקדמה את הקושי בהוצאת ספרים, מציג רשימת חותמים ומציין כמה כסף שילם כל חותם,
ואח\"כ מציג רשימת ספרי הוצאת חינוך נערים הניתנים להשגה: לידע ולהודיע למוכרי הספרים ולקוני הספרים רשימה מהספרים ומקחם הקצוב שת\"י (שתחת יד? ט.ק.) ר' איצק למכור ולהחליף עם מוכרי הספרים\" (עמ' 2, מספור שלי)","filtered_html"
"node","book",0,2277,2277,"und",0,"ישנה רשימת חותמים ארוכה","filtered_html"
"node","book",0,2290,2290,"und",0,"יש רשימת סובשקריבענטען במהדורה השנייה של 1803. יש לבדוק אם היא זהה לזו במהדורה הראשונה (ש.ל., 06.08)","filtered_html"
"node","book",0,2295,2295,"und",0,"לפי פיינר, מהפכת הנאורות, עמ' 237, \"רב המכר הגדול ביותר [של ההשכלה] היה התרגום של מנדלסון לספר תהלים, שראה אור לצד ביאורו של ברי\"ל בשנת 1791: חתמו עליו מראש 705 איש, שהזמינו יחד 1013 עותקים\". גם: שם, עמ' 297.","filtered_html"
"node","book",0,2298,2298,"und",0,"רשימת החותמים מראש הופיעה בחלק האחרון של הספר.","filtered_html"
"node","book",0,2299,2299,"und",0,"יש להדפיס את רשימת החותמים. 
ישנן שלוש רשימות: אחת ע\"פ מקום המגורים, השניה \"ממקומות מפוזרים\" - אנשים שחתמו אצל המו\"ל שבתי מיאנוב, והשלישית - שמות אשר נשמטו בטעות מן הרשימה הראשונה.","filtered_html"
