"entity_type","bundle",deleted,entity_id,revision_id,"language",delta,"field_full_title_value","field_full_title_format"
"node","book",0,1995,1995,"und",0,"קול ששון

Freudenruf bey der gluecklichen Ankunft unseres Allerdurchlauchtigsten, Großmächtigsten und Allergnädigsten Koenigs Friedrich Wilhelm II am 2. November 1793 in aller Unterthänigkeit angestimmt von der Israelitischen Gemeinde zu Breslau",NULL
"node","book",0,1996,1996,"und",0,"שיר עז

Freudiges Loblied unserm allergnädigsten König Christian dem Siebenten und dessen Thronerben gewidmet, oder, Ode auf die frohe Gegenwart: womit Seine Königliche Hoheit unser allgemein geliebter Kronprinz Friedrich die Synagogue in Friedrichsstadt Anno 1799 zu beehren geruhete, Durch Gottes Macht ward mir diese Wissenschaft zu Theil. von R. Joseph Jasmann, Joel Levi Sohn. Rabbiner in Friedrichstadt",NULL
"node","book",0,1997,1997,"und",0,"Gebete der hochdeutschen und polnischen Juden: aus dem Hebräischen übersetzt und mit Anmerkungen begleitet, von Isaac Abraham Euchel",NULL
"node","book",0,1998,1998,"und",0,"Gesammelte Actenstücke und öffentliche Verhandlungen über die Verbesserung der Juden in Frankreich 1",NULL
"node","book",0,1999,1999,"und",0,"Geschichte der Juden von ihrer Rückkehr aus der babylonischen Gefangenschaft bis zur Zerstörung des zweyten Tempels: nach Flavius Josephus. Zunächst für die jüdische Jugend bearbeitet und mit erläuternden Anmerkungen begleitet",NULL
"node","book",0,2000,2000,"und",0,"Gottes Ehre und unser Nutzen oder Glückseligkeit im Glauben: herausgegeben von Meyer Elkan Fürth",NULL
"node","book",0,2001,2001,"und",0,"Grammatica ragionata italiana ed ebraica con trattato, ed esempj di poesia",NULL
"node","book",0,2002,2002,"und",0,"Gründlicher Unterricht in der Jüdischdeutschen Schreibart: Herausgegeben von Moses Levi und Levi Matthieu aus Bernburg",NULL
"node","book",0,2003,2003,"und",0,"Herrn I. A. Euchel und A. F. Wolff bey Ihrer Abreise gewidmet von einigen Freunden: Königsberg, den 8. Sept. 1787",NULL
"node","book",0,2004,2004,"und",0,"Hinterlassene Gedichte 1",NULL
"node","book",0,2005,2005,"und",0,"Histoire de l'établissement des juifs à Bordeaux et à Bayonne, depuis 1550",NULL
"node","book",0,2006,2006,"und",0,"Israelitischer Kinderfreund [Ankündigung] / L'Ami des enfans d'Israël / מודע לילדי בני ישראל",NULL
"node","book",0,2007,2007,"und",0,"Israelitischer Kinderfreund Oder Handbuch der gemeinnützigsten wissenschaftlichen Kenntnisse: ein Elementarwerk in hebräischer, deutscher und französischer Sprache für den Schul= und Privat-Unterricht der israelitischen Jugend; enthaltend: ein neues ABC= und Lese= Buch; die Anfangsgründung der Erdbeschreibung, der Geschichte und Naturbeschreibung; von Menschen und seinen Verhältnissen; von den mannigfachen Verarbeitungen der Produkte der Erde; von der Zeitrechnung; Zahlen; Maaβe und Gewichte der vorzüglichsten Länder; den ersten Unterricht der israelitischen Religion und Moral; eine Kurze Uebersicht der heilighen Schriften der Biebel; kleine Morgen= und Abend= Gebete für jeden Tag der Woche, für den Sabbat und Festage; eine Sammlung Gelegenheits= Gedichte für diejenigen Verhältnisse, worin die Jugend sich befinden kann; Sitten= sprüche für Stammbücher, und Sinn= Räthsel;
von M. H. Bock,
Vorsteher zweier Schulen für Söhne und Töchter, wie auch einer Erziehngs= und Pensions= Anhalt für Söhene gebieldeter israelitischer Familien??",NULL
"node","book",0,2008,2008,"und",0,"Jeremias Klagegesänge: Uebersetzt und mit Anmerkungen von Joel Löwe und Aaron Wolfssohn. Mitgliedern der Gesellschaft Hebräischer Litteraturfreunde zu Königsberg und Berlin",NULL
"node","book",0,2009,2009,"und",0,"Jerusalem oder über religiöse Macht und Judentum",NULL
"node","book",0,2010,2010,"und",0,"Jeschurun, oder unparteyische Beleuchtung der dem Judenthume neuerdings gemachten Vorwürfe: In Briefen von Aaron Wolfssohn, Oberlehrer und Inspektor an der königl. Wilhelmsschule zu Breslau",NULL
"node","book",0,2011,2011,"und",0,"Jonas Jeitteles: der Heilkunde Doktor, der Weltweißheit Baccalaureus, des gewesenen böhmisch-israelitisch-chirurgischen Gremiums immerwährender Präses, K. beeideter Physikus der prager Israelitengemeinde und beständiger Arzt am dasigen Krankenhause. Eine biographische Skizze von seinem Enkel Jg. Jeitteles, der Rechtsgelehrsamkeit Beflissenen. Mit dem Bildnisse des Verblichenen",NULL
"node","book",0,2012,2012,"und",0,"Juden, sind sie der Handlung schädlich?",NULL
"node","book",0,2013,2013,"und",0,"Kampf der jüdischen Hierarchie mit der Vernunft",NULL
"node","book",0,2014,2014,"und",0,"Kehilath Jahacob: being a vocabulary of words in the Hebrew language ... on various subjects ... together with an explination[!] of the different words, peculiar phrases and technical terms found in the Holy Bible and ... rabbinical writers, done into English and Spanish",NULL
"node","book",0,2015,2015,"und",0,"מספד

Klagelied, welches am Dienstage, den 8ten Nisan, im Jahre der Welt 5526, (das ist, den 18 März 1766) als am Tage der Beysetzung des in Gott ruhenden Allerdurchlauchtigsten Königs und Herrn, Herrn Friedrichs des Fünften, Königs zu Dännemark, Norwegen u. u. u. glorwürdigsten Andenkens, die Juden in Altona, Hochdeutschen Nation, abgesungen haben",NULL
"node","book",0,2016,2016,"und",0,"Les premiers pas de la nation juive vers son bonheur sous les auspices du grand monarque Napoléon: Annoncés aux amis de l'humanité par C- ami de M. B. Schottlaender, conseiller de S. A. S. le duc de Brunsvvick-Lunebourg ... Distribué gratis",NULL
"node","book",0,2017,2017,"und",0,"Lesebuch für Jüdische Kinder: Zum Besten der jüdischen Freyschule",NULL
"node","book",0,2018,2018,"und",0,"Letters on the present state of the Jewish poor in the metropolis: with propositions for ameliorating their condition, by improving the morals of the youth of both sexes, and by rendering their labour useful and productive in a greater degree to themselves and to the nation",NULL
"node","book",0,2019,2019,"und",0,"Lettre Circulaire",NULL
"node","book",0,2020,2020,"und",0,"Lettre au rédacteur du Progresseur: sur la loi d'élection municipale en rapport avec le culte israélite ... par Michel Berr",NULL
"node","book",0,2021,2021,"und",0,"Lettre ou Reflexions d'un Milord a son correspondant a Paris: au sujet de la requete des marchands des Six-Corps, contre l'admission des juifs aux brevets",NULL
"node","book",0,2022,2022,"und",0,"Leviathan oder Ueber Religion in Rücksicht des Judenthums",NULL
"node","book",0,2023,2023,"und",0,"Moses Mendelssohns Morgenstunden oder Vorlesungen über das Daseyn Gottes: Erster Theil",NULL
"node","book",0,2024,2024,"und",0,"Mémoire à consulter et consultation pour les cytoyens français professant le culte judaïque à Bordeaux, connus sous le nom de juifs portugais et avignonnais",NULL
"node","book",0,2025,2025,"und",0,"Nachricht von der Jüdischen Haupt- und Frey-Schule in Deßau",NULL
"node","book",0,2026,2026,"und",0,"Nachricht von der jüdischen Haupt- und Frey-Schule in Deßau",NULL
"node","book",0,2027,2027,"und",0,"Nachricht von der Jüdischen Haupt- und Frey-Schule in Deßau",NULL
"node","book",0,2028,2028,"und",0,"Nahum neu übersetzt und mit Anmerkungen versehen: Womit zur öffentlichen Prüfung sämmtlicher Klassen der Königlichen Wilhelms-Schule auf den 4. und 5. May ehrerbietigst einladet M. Neumann, Oberlehrer und erster Inspektor obgedachter Schule",NULL
"node","book",0,2029,2029,"und",0,"Napoleon oder über den Fortschritt der Regierung",NULL
"node","book",0,2030,2030,"und",0,"Ode à Sa Majesté Jerôme Napoléon, roi de Westphalie: tres-humblement présenté au jour glorieux de son entrée solemnelle dans la ville de Cassel par la Corporation des Juifs de la Hesse",NULL
"node","book",0,2031,2031,"und",0,"Peri Hachedwah: Ein hebräisches Gedicht, nebst dreyen besonders verfertigten Psalmen, zum Absingen, für uns Judenschaft zu Zerbst",NULL
"node","book",0,2032,2032,"und",0,"משאת תודה

Predigt des Herrn Oberabbiners Rabbi Salomon Kohn, gehalten bey Gelegenheit der Friedensfeier der jüdischen Gemeine[!] in Fürth, den 10ten Nov. 1809. Ins Deutsche übertragen von D. Ottensoßer und H. H. Schwabacher",NULL
"node","book",0,2033,2033,"und",0,"Prieres ... a l'usage des Juifs portugais ou espagnols: ...  traduites de l'hebreu, auxquelles on a ajoute des notes elementaires... par Mardochee Venture. [T. 1] Prieres journalieres",NULL
"node","book",0,2034,2034,"und",0,"Prieres ... a l'usage des Juifs portugais ou espagnols: traduites de l'hebreu, auxquelles on a ajoute des notes elementaires ... par Mardochee Venture. T. 2: Prieres de Ros-haschana et Kippour",NULL
"node","book",0,2035,2035,"und",0,"Prieres ... a l'usage des Juifs portugais ou espagnols: ... traduites de l'hebreu, auxquelles on a ajoute des notes elementaires... par Mardochee Venture. T. 3: Prieres des festes de Pessah, de Sebouhot et de Souccot",NULL
"node","book",0,2036,2036,"und",0,"Prieres ... a l'usage des Juifs portugais ou espagnols: traduites de l'hebreu, auxquelles on a ajoute des notes elementaires ... par Mardochee Venture. T. 4: Prieres des jours de jeune",NULL
"node","book",0,2037,2037,"und",0,"Prière prononcée le 5 mars 1768 par les Juifs avignonois & avignonois de Bordeaux, demeurant à Paris: à l'occasion de la maladie de Sa Majesté la Reine de France, pour demander à Dieu le rétablissement de sa santé, composée par M. Venture",NULL
"node","book",0,2038,2038,"und",0,"Recueil de lettres patentes",NULL
"node","book",0,2039,2039,"und",0,"Rede am Dankfeste wegen des von Seiner Majestät dem Könige von Westphalen den Unterthanen juedischer Nation ertheilten Buergerrechts: gehalten in der Synagoge zu Cassel, den 11. Februar 1808",NULL
"node","book",0,2040,2040,"und",0,"Rede bei der Einweihung des Jakobs-Tempels zu Seesen",NULL
"node","book",0,2041,2041,"und",0,"Rede bei der Feier der Geburt eines Enkels des Durchlauchtigsten Herzogs von Braunschweig-Lüneburg: gehalten am 19ten December, 1804 in der Synagoge der jüdischen Gemeinde zu Braunschweig von Levy Helft, Zögling der Jacobssohnschen Schule in Seesen",NULL
"node","book",0,2042,2042,"und",0,"Rede gehalten am Jubelfeste der israelitischen Hauptschule in Prag den 10. Mai 1812: von Peter Beer, Lehrer der Moral et. an dieser Hauptschule. Nebst einigen, bei dieser Gelegenheit von M. I. Landau verfaßten, und von Schülern, theils deklamirten und theils abgesungenen Gedichten. Wird zum Besten des jüdischen Waisenhauses, ohne der Wohlthätigkeit Schranken zu setzen, für 1 fl. W. W. verkauft",NULL
"node","book",0,2043,2043,"und",0,"Rede gehalten in der Versammlung der Gesellschaft zur Unterhaltung einer jüdischen Freyschule: Zum Andenken des verstorbenen Directors Dr. Samuel Jacobi den 6ten October 1811. Herausgegeben zum Besten der Freyschule",NULL
"node","book",0,2044,2044,"und",0,"שיר ידידות

Rosenlied der Korahiten: Bey der hohen Vermählungs-Feyer der Königlichen Prinzen mit den Prinzessinnen v. Meklenb. Strelitz. Gesungen in der Synagoge zu Berlin December 1793",NULL
"node","book",0,2045,2045,"und",0,"Réflexions sur la régénération complète des Juifs en France",NULL
"node","book",0,2046,2046,"und",0,"Salomo und Joseph II.",NULL
"node","book",0,2047,2047,"und",0,"Salomon Maimon's Lebensgeschichte 1: Salomon Maimon's Lebensgeschichte. Von ihm selbst geschrieben und herausgegeben von K. P. Moritz. In zwei Theilen.",NULL
"node","book",0,2048,2048,"und",0,"Salomon Maimon's Lebensgeschichte 2: Salomon Maimon Lebensgeschichte. Von ihm selbst geschrieben und herausgegeben von K. P. Moritz. Zweiter und letzter Theil",NULL
"node","book",0,2049,2049,"und",0,"Sammlung der Schriften an die Nationalversammlung, die Juden und ihre bürgerliche Verbesserung betreffend. Aus dem Französischen",NULL
"node","book",0,2050,2050,"und",0,"Schreiben eines deutschen Juden an den amerikanischen Präsidenten O.",NULL
"node","book",0,2051,2051,"und",0,"Seconde lettre circulaire en defense des Juifs Portugais",NULL
"node","book",0,2052,2052,"und",0,"Sendschreiben an Seine Hochwürden Herrn Oberconsistorialrath und Probst Teller: zu Berlin, von einigen Hausvätern jüdischer Religion",NULL
"node","book",0,2053,2053,"und",0,"Sendschreiben an meine Brüder die Israeliten in Westfalen die Errichtung eines jüdischen Consistoriums betreffend",NULL
"node","book",0,2054,2054,"und",0,"Statuten der neuen Beerdigungs-Anstalt der Jüdischen Nation in Hamburg",NULL
"node","book",0,2055,2055,"und",0,"קול בוכים

Trauer-Gedicht auf den Tod Ihrer Majestät der hochverewigten regierenden Königin Luise Auguste Wilhelmine Amalia, Gemahlin Seiner Majestät Friedrich Wilhelm des Dritten, regierenden Königs von Preuβen",NULL
"node","book",0,2056,2056,"und",0,"מספד

Trauerrede über das Ableben des weisesten Monarchen Sr. Königl. Majestät unsers Allerdurchl. Großmächtigsten und Allergnädigsten Fürsten und Herrn Friedrich des Zweiten glorreichen Andenkens, welche den 17ten Ellul des 5546 Jahres (den 10. Sept. 1786) von der Israelitischen Gemeinde zu Berlin gehalten worden ist",NULL
"node","book",0,2057,2057,"und",0,"Ueber Moses Mendelsohns Tod",NULL
"node","book",0,2058,2058,"und",0,"Ueber die Religion der Ebräer vor Moses",NULL
"node","book",0,2059,2059,"und",0,"Ueber die Verbesserung des Judenthums",NULL
"node","book",0,2060,2060,"und",0,"Ueber die Verfassung der Juden im Königreiche Baiern und die Verbesserung derselben zum Nutzen des Staats",NULL
"node","book",0,2061,2061,"und",0,"Ueber die bürgerliche Verbesserung der Juden: von Wolf Davidson, der Arzeneigelahrtheit Doktor",NULL
"node","book",0,2062,2062,"und",0,"Ueber die, durch die neue Organisation der Judenschaften in den Preußischen Staaten nothwendig gewordene, Umbildung: 1) ihres Gottesdienstes in den Synagogen, 2) ihrer Unterrichts-Anstalten, und deren Lehrgegenstände, und 3) ihres Erziehungs-Wesens überhaupt. Ein Wort zu seiner Zeit",NULL
"node","book",0,2063,2063,"und",0,"Unterthänigste Vorstellung an Seine Hoheit den Fürst Primas der Rheinischen Konföderation über Höchstdessen neue Stättigkeits- und Schutzordnung für die Judenschaft in Frankfurt am Main: Vom Geh. Finanzrath in Braunschweig",NULL
"node","book",0,2064,2064,"und",0,"Verein! der Mosaischen Geseze mit dem Talmud in zwey Abhandlungen: verf. von Isaak Alexander Rabiner",NULL
"node","book",0,2065,2065,"und",0,"Verteidigung der jüdischen Nation gegen die in den Provinzialblättern enthaltenen Angriffe",NULL
"node","book",0,2066,2066,"und",0,"Von dem Daseyn Gottes die selbst redende Vernunft: Verfaßt von Isac Alexander, Rabiner allhier. Regensburg",NULL
"node","book",0,2067,2067,"und",0,"Von den Krankheiten der Juden: Seinen Brüdern in Deutschland gewidmet",NULL
"node","book",0,2068,2068,"und",0,"Wahrheiten zur göttlichen Weisheit: von Isaack Alexander, Rabiner zu Regensburg",NULL
"node","book",0,2069,2069,"und",0,"Worte der Wahrheit und des Friedens an die gesammte jüdische Nation: vorzüglich an die jenigen, so unter dem Schutze des glorreichen und grossmächtigsten Kaisers Josephs des Zweiten wohnen. Aus dem Hebräischen nach der Berliner Auflage",NULL
"node","book",0,2070,2070,"und",0,"Zaphnath-Paneach oder Sammlung moralischer Lehren, Sprüche, Erzählungen und Gedichte, aus dem Talmud und andern heiligen Schriften: Ein Lesebuch für Kinder jüdischer Nation; vorzüglich zum Gebrauch der von dem Herrn Cammeragenten Israel Jacobsohn zu Seesen errichteten Erziehungsanstalt für arme Kinder seiner Nation",NULL
"node","book",0,2071,2071,"und",0,"Zweite Nachricht von dem Zustande der Jüdischen Freischule in Berlin: Womit zu der öffentlichen Prüfung, welche in der Schulwohnung, Klosterstraße No. 35, Dienstag den 8ten und Mittwoch den 9ten Mai 1804 Vormittags von 9 und Nachmittags von halb drei Uhr an veranstaltet werden soll, die wohlthätigen Theilnehmer an dieser Stiftung, die resp. Eltern und Vorgesetzte unserer Lehrlinge, wie auch alle Beschützer, Freunde und Gönner des Schulwesens ehrerbietigst einladen der Direktor, die Inspektoren und die Lehrer der jüdischen Freischule",NULL
"node","book",0,2072,2072,"und",0,"Zwölf Fragen: vom Minister des Innern in Frankreich der Israelitischen Deputation in Paris vorgelegt und von ihr beantwortet. Uebersetzt und mit Anmerkungen begleitet",NULL
"node","book",0,2073,2073,"und",0,"Über die Verbesserung des Judeneids: Ein auf Befehl der Königlich-Kuhrfürstlichen Justizkanzley zu Hannover verfasstes Gutachten",NULL
"node","book",0,2074,2074,"und",0,"אבטליון: והוא מבוא הלמוד לנערי בני ישראל ולכל החפצים בלשון עבר",NULL
"node","book",0,2075,2075,"und",0,"אבל יחיד",NULL
"node","book",0,2076,2076,"und",0,"אגדת ארבע כוסות",NULL
"node","book",0,2077,2077,"und",0,"אגרות",NULL
"node","book",0,2078,2078,"und",0,"אגרת אדר היקר",NULL
"node","book",0,2079,2079,"und",0,"אגרת ארחות עולם: אגרת תימן פתח תקוה, יסוד מורה וסוד תורה",NULL
"node","book",0,2080,2080,"und",0,"אגרת בית תפלה",NULL
"node","book",0,2081,2081,"und",0,"אגרת הראשון לחנך לנער בכתב ולשון: בשתי הלשונות",NULL
"node","book",0,2082,2082,"und",0,"אהבת ציון",NULL
"node","book",0,2083,2083,"und",0,"אוצר השרשים א: אוצר השרשים כולל שרשי הלשון העברית עם פתרון הוראותיהם השונים ... והעתקתם ... מעברית לאשכנזית ומאשכנזית לעברית",NULL
"node","book",0,2084,2084,"und",0,"אוצר השרשים ב: אוצר השרשים חלק שני כולל עברית ואשכנזית מן אות מ עד אות ת",NULL
"node","book",0,2085,2085,"und",0,"אוצר השרשים ג: אוצר השרשים חלק שלישי כולל אשכנזית ועברית למצוא איש איש מבוקשו מלה אשכנזית בהעתקת לשון עברית",NULL
"node","book",0,2086,2086,"und",0,"אור אסתר oder Beleuchtung der im Talmud von Babylon und Jerusalem, in den Targumim und Midraschim vorkommenden fremden besonders lateinischen Wörter. Von Simon und Mardochai Bondi. Herausgegeben und besorgt von der Israelitischen Haupt- und Freischule zu Deßau, zum Besten dieser Anstalt.

אור אסתר והוא באור מספיק למלות זרות ... בתלמוד בבלי וירושלמי ובמדרשים ובתרגומים ... בפרט מלשונות יונית ורומית",NULL
"node","book",0,2087,2087,"und",0,"אור טוב",NULL
"node","book",0,2088,2088,"und",0,"אור לוסטרו: לחנוך בהם הנערים, בלשון לעז",NULL
"node","book",0,2089,2089,"und",0,"אור לנתיבה: והוא הקדמה לחבור נתיבות השלום הכולל חמשת חמשי תורה עם תקון סופרים ותרגום אשכנזי ובאור",NULL
"node","book",0,2090,2090,"und",0,"אורה ושמחה: ... לעבודת ימי הפורים ... רוב הדינים השייכים לשני הימים ... דברי תורה להגות בהם ... ושירים",NULL
"node","book",0,2091,2091,"und",0,"אורה ושמחה ליהודים: קול רנה ותודה בבית קדשנו פה ק\"ק אשכנזים ... ביום בא לעיר הזאת ... פרינץ אונ' פרינצעס פון אראניע אונ' נאסויא וכו'

Vreugde Lof en Dankbaarheyd gecelebreerd by de Hoogduitsche Jooden in der selver synagogue ten dage dat bunne doorluchtige en Koninglyke Hoogheden de Heere Prince en Mevrouwe de Princesse, van Oranje & Nassau. &c. &c.  &c. Onse stad met hoogst derselver teegen woordigheyd vereerd hebben",NULL
"node","book",0,2092,2092,"und",0,"איש עניו",NULL
"node","book",0,2093,2093,"und",0,"אל ראשי עם קדש בני ישראל: יושבי צרפת ואיטאליא",NULL
"node","book",0,2094,2094,"und",0,"אלה בני הנעורים",NULL
"node","book",0,2095,2095,"und",0,"אלה דברי הברית: החקים והמשפטים",NULL
"node","book",0,2096,2096,"und",0,"אלה הם השירים",NULL
"node","book",0,2097,2097,"und",0,"אלון בכות",NULL
"node","book",0,2098,2098,"und",0,"אמירה נעימה",NULL
"node","book",0,2099,2099,"und",0,"אמר הצעיר ...",NULL
"node","book",0,2100,2100,"und",0,"אמרי שפר: כוללים עניני תורה ומוסר לילדי בני ישראל",NULL
"node","book",0,2101,2101,"und",0,"אן דיא עלטרן דער ווילהלמס-שילר",NULL
"node","book",0,2102,2102,"und",0,"אנקת השיר",NULL
"node","book",0,2103,2103,"und",0,"אקטא אסתר מיט אחשורוס

Akta Ester, welches 1720 durch die Bachurim des Prager Oberrabbiners David Oppenheim auf einem ordentlichen Theatrum gespielt worden",NULL
