"entity_type","bundle",deleted,entity_id,revision_id,"language",delta,"field_textual_models_notes_value","field_textual_models_notes_format"
"node","book",0,2375,2375,"und",0,"הטקסט תומך בהלנת מתים במסגרת הפולמוס שהתחולל בעולם היהודי על עניין זה.

בעמודים האחרונים של הספר מופיעים מכתביהם של יואל ברי\"ל (<strong>חרב לה</strong>') ומשה מנדלסון (מכתבו לקהילת שוורין), בלווית תרגומיהם ללגרמנית באותיות עבריות.","filtered_html"
"node","book",0,2379,2379,"und",0,"המחזה דמיוני, וממוקם בתקופת המלך שפטיה, במקום המכונה \"כלנה\".","filtered_html"
"node","book",0,2380,2380,"und",0,"הספר עוסק בדקדוק עברי","filtered_html"
"node","book",0,2384,2384,"und",0,"בהקדמתו, מציין המחבר כי הספר הינו ספר להדרכת המורים בלימוד השפה העברית - \"האנדבוך\".","filtered_html"
"node","book",0,2385,2385,"und",0,"הטקסט הינו הספד שנשא ברוך ייטלש עם פטירתו של הרב יחזקאל לנדא.","filtered_html"
"node","book",0,2386,2386,"und",0,"הטקסט הוא \"פרסומת\" לספר בשמים ראש שברלין מבקש להדפיס. זו למעשה פנייה להשגת מנויים מראש.","filtered_html"
"node","book",0,2390,2390,"und",0,"בעמ' הראשון של הספר מופיעה חידה.","filtered_html"
"node","book",0,2393,2393,"und",0,"הספר עוסק בפירוש לשיר השירים","filtered_html"
"node","book",0,2394,2394,"und",0,"יש להוסיף תחת מודל טקסטואלי \"תקנון\"","filtered_html"
"node","book",0,2395,2395,"und",0,"הספר פותח בהצגת קורותיו של סוקרטס ותורתו.","filtered_html"
"node","book",0,2399,2399,"und",0,"בהקדמתו הראשונה, מסביר המחבר את החריזה שבשיריו (\"השירים מי\"א תנועות, ומלעיל בסוף דלתותיהם, וחרוזיהם משושים א\"ב ג\"ו ד\"ה\").","filtered_html"
"node","book",0,2400,2400,"und",0,"הספר עוסק בניתוח דיקדוקי של השפה העברית: שמות, פעלים וכד'.","filtered_html"
"node","book",0,2402,2402,"und",0,"החיבור כולל  דברי הספד, שיר הספד, רשימת כתביו של וייזל, נוסח המצבה שלו בעברית ובגרמנית.","filtered_html"
"node","book",0,2403,2403,"und",0,"פרסום ל\"מנחה חדשה\". כולל דוגמא - העונה למאפיינים של הביאור.","filtered_html"
"node","book",0,2407,2407,"und",0,"שיר פרטיוטי.","filtered_html"
"node","book",0,2412,2412,"und",0,"השירים לכבוד החתונה משולבים במעין סיפור על המשתה שנערך לכבוד האירוע ועל קבוצת משוררים \"יודעי מלאכת השיר ומביני מדע בחכמת המשל והמליצה\" שחיברו כביכול באופן ספונטני שירים לכבוד החתן והכלה.","filtered_html"
"node","book",0,2413,2413,"und",0,"שיר הזדמנות - לרגל חתונתם של יעקב בנו של דוד קניגסברג, ושרלוטה בתו של שלמה הירץ.

המחזה הוא אלגוריה, ומופיעות בו הדמויות הבאות: חכמה, תבונה, זריזות, סכלות, קנאה, כבוד, עושר, הבל ויגון.","filtered_html"
"node","book",0,2415,2415,"und",0,"פולמוס: הספר יוצא נגד מכפישי ספרו של הנאו, \"צוהר התיבה\". כדבריו בהקדמה: \"חכם אחד בק\"ק פראג... מאסף אליו תלמידים רבים\" ומלמדם את תורת הדקדוק, \"כדי לעשות לו שם כאחד הגודלים אשר בארץ. ולהשקות את העדרי' עדרי צאן קדשים היה שואב מים חיים מן הבאר אשר כריתי לי כל למודו היה בספר צוהר התיבה אשר חברתי. וירפוש את המים ברגלו רגל גאוה אחרי שתות מהם לרוות את צמאו... בכל מקום אשר לא ירד לסוף דעתי ונעלם ממנו ולא ידע איזה דרך ישכון אור החכמה תלה החסרו בי... ר' מאי\"ר שמו רוד\"ה ב[...]\". תלמידיו של ר' מאיר העבירו אליו השגות ששמעו אצל המורה, והוא שמע דברים נגד חיבורו גם מפיו של איש אחר. \"לכן הציקתנו רוח בטני להראות סכלותם ודעתם המשובשת ושגגתם העולה זדון פן ישתו התלמידם הבאים אחריהם... על כן ערכתי מלין בצדקתי החחזקתי ולא ארפה\"","filtered_html"
"node","book",0,2426,2426,"und",0,"שיר לכבוד נישואי יואל ברי\"ל.","filtered_html"
"node","book",0,2427,2427,"und",0,"מדובר בפרסום של \"מודעה\" - פנייה לקהל בבקשה לחתום לצורך הוצאת הספר. המודעה שתחת ידי כרוכה כמו ספר, אך לא בטוח שכך יצאה לאור.","filtered_html"
"node","book",0,2429,2429,"und",0,"לפי פיינר, יהודה הורוויץ, עמ' 151, חיבור זה משקף את תחושתו של הורוויץ כנרדף על דעותיו. \"בדפים אלה... יצא הורוויץ להגנתו בפני מתקיפיו, ובתחושה של מי שנעשה לו עוול ולא ירדו לסוף דעתו דחה את הביקורת מכל וכול וטען להיפוכם של דברים - שבספרו יצא להגן על האמונה, ו'לא עשיתי בית אלקים למערת פריצים'.\"","filtered_html"
