nid,vid,uid,"title","log",timestamp,status,comment,promote,sticky
67,67,1,"Bondi, Mardochai - בונדי, מרדכי","",1428490114,1,0,1,0
68,68,1,"Bondi, Moses","",1428490114,1,0,1,0
69,69,1,"Bondi, Simon","",1428490114,1,0,1,0
70,70,1,"Borchard, Jacob Isaac","",1428490114,1,0,1,0
71,71,1,"Bran, Alexander","",1428490114,1,0,1,0
72,72,1,"Breslauer, Mendel","",1428490114,1,0,1,0
73,73,1,"Bresslau, Löbel","",1428490114,1,0,1,0
74,74,1,"Brug, Lazarus","",1428490114,1,0,1,0
75,75,1,"Buchner, Zeev Wolf - בוכנר, זאב וולף","",1428490114,1,0,1,0
76,76,1,"Büschenthal, Lippmann Moses - בישנטל, ליפמן משה","",1428490114,1,0,1,0
77,77,1,"Carlotta Arnstein","",1428490114,1,0,1,0
78,78,1,"Caspar, Isaac","",1428490114,1,0,1,0
79,79,1,"Cassel, David","",1428490114,1,0,1,0
80,80,1,"Chorin, Aaron - אהרן בן קלמן","",1428490114,1,0,1,0
81,81,1,"Cohen, Benjamin Moses - כהן, בנימין משה","",1428490114,1,0,1,0
82,82,1,"Cohen, Chanania Elchanan Chaj - כהן, חנניה אלחנן חי","",1428490114,1,0,1,0
83,83,1,"Cohen, Salomon Jacob - כהן, שלום","",1428490114,1,0,1,0
84,84,1,"Cohn, Nathan (Lehrer)","",1428490114,1,0,1,0
85,85,1,"Cologna, Abraham de - קולוניא, אברהם חי די","",1428490114,1,0,1,0
86,86,1,"Cöslin, Chajim - קסלין, חיים","",1428490114,1,0,1,0
87,87,1,"David Friedrich Megerlin","",1428490114,1,0,1,0
88,88,1,"David Jakob Ries","",1428490114,1,0,1,0
89,89,1,"David Levi","",1428490114,1,0,1,0
90,90,1,"David Levin","",1428490114,1,0,1,0
91,91,1,"David, Joseph Nathan","",1428490114,1,0,1,0
92,92,1,"David, Meyer Michel (Kammeragent)","",1428490114,1,0,1,0
93,93,1,"Davidson, Wolf - דוידזון, וולף","",1428490114,1,0,1,0
94,94,1,"Derenburg, Zebi Hirsch - דרנבורג, הירש","",1428490114,1,0,1,0
95,95,1,"Dessau, Wolf - דסאו, וולף","",1428490114,1,0,1,0
96,96,1,"Detmold, Anna","",1428490114,1,0,1,0
97,97,1,"Detmold, Samuel - דטמולד, שמואל","",1428490114,1,0,1,0
98,98,1,"Diehl","",1428490114,1,0,1,0
99,99,1,"Direktion der Kaufmännischen Ressource","",1428490114,1,0,1,0
100,100,1,"Dohm (Syndicus)","",1428490114,1,0,1,0
101,101,1,"Dohm, Lewin Benjamin - דוהם, לוין בנימין","",1428490114,1,0,1,0
102,102,1,"Dormitzer, Meir Markus - דורמיצר, מאיר","",1428490114,1,0,1,0
103,103,1,"Driesen, Mordechai - דריזן, מרדכי בן שמעיה","",1428490114,1,0,1,0
104,104,1,"Dubno, Salomon","",1428490114,1,0,1,0
105,105,1,"Dubno, Salomon - דובנא, שלמה","",1428490114,1,0,1,0
106,106,1,"Elbthal","",1428490114,1,0,1,0
107,107,1,"Elia b. Daniel (Jaffe)","",1428490114,1,0,1,0
108,108,1,"Elias Meyer (Kammeragent)","",1428490114,1,0,1,0
109,109,1,"Elias, Philipp","",1428490114,1,0,1,0
110,110,1,"Engel","",1428490114,1,0,1,0
111,111,1,"Ephraim","",1428490114,1,0,1,0
112,112,1,"Ephraim Lion Davids - אפרים בן ליב","",1428490114,1,0,1,0
113,113,1,"Ephraim, David","",1428490114,1,0,1,0
114,114,1,"Ephraim, Samuel Hirsch","",1428490114,1,0,1,0
115,115,1,"Epstein, Pelte Moses - אפשטין, פלטא בן משה","",1428490114,1,0,1,0
116,116,1,"Erhraim, Veitel H.","",1428490114,1,0,1,0
117,117,1,"Eschwege","",1428490114,1,0,1,0
118,118,1,"Eskeles, Bernhard","",1428490114,1,0,1,0
119,119,1,"Eskeles, Bernhard von","",1428490114,1,0,1,0
120,120,1,"Euchel, Demoiselle","",1428490114,1,0,1,0
121,121,1,"Euchel, Gottleb - אייכל, יחיאל גוטליב","",1428490114,1,0,1,0
122,122,1,"Euchel, Isaac Abraham","",1428490114,1,0,1,0
123,123,1,"Euchel, Isaak","",1428490114,1,0,1,0
124,124,1,"Ezechel Caspar","",1428490114,1,0,1,0
125,125,1,"Fischer, Markus - פישר, מאיר","",1428490114,1,0,1,0
126,126,1,"Francia de Beaufleury, Louis","",1428490114,1,0,1,0
127,127,1,"Franco Mendes, David","",1428490114,1,0,1,0
128,128,1,"Franco Mendes, David - פרנקו-מנדס, דוד","",1428490114,1,0,1,0
129,129,1,"Fränkel","",1428490114,1,0,1,0
130,130,1,"Fränkel, David","",1428490114,1,0,1,0
131,131,1,"Fränkel, David - פרנקל, דוד","",1428490114,1,0,1,0
132,132,1,"Fränkel, Michael","",1428490114,1,0,1,0
133,133,1,"Fränkel, Moses S.","",1428490114,1,0,1,0
134,134,1,"Franz II","",1428490114,1,0,1,0
135,135,1,"Friedeburg, Madame Herz","",1428490114,1,0,1,0
136,136,1,"Friedländer, Abraham","",1428490114,1,0,1,0
137,137,1,"Friedländer, Adelaide","",1428490114,1,0,1,0
138,138,1,"Friedländer, Angelika","",1428490114,1,0,1,0
139,139,1,"Friedländer, Bernhard","",1428490114,1,0,1,0
140,140,1,"Friedländer, David","",1428490114,1,0,1,0
141,141,1,"Friedländer, Goldea","",1428490114,1,0,1,0
142,142,1,"Friedländer, H. N. (Buchhändler)","",1428490114,1,0,1,0
143,143,1,"Friedländer, Hanna","",1428490114,1,0,1,0
144,144,1,"Friedländer, Heimann Meyer","",1428490114,1,0,1,0
145,145,1,"Friedländer, Hinde","",1428490114,1,0,1,0
146,146,1,"Friedländer, Hirsch Elias","",1428490114,1,0,1,0
147,147,1,"Friedländer, Meier","",1428490114,1,0,1,0
148,148,1,"Friedländer, Meyer","",1428490114,1,0,1,0
149,149,1,"Friedländer, Michael - פרידענדר, מיכאל","",1428490114,1,0,1,0
150,150,1,"Friedländer, Pessel","",1428490114,1,0,1,0
151,151,1,"Friedländer, Rebekka Meyer","",1428490114,1,0,1,0
152,152,1,"Friedländer, Rebekka Wulff","",1428490114,1,0,1,0
153,153,1,"Friedländer, Recha Wulff","",1428490114,1,0,1,0
154,154,1,"Friedländer, Salomon","",1428490114,1,0,1,0
155,155,1,"Friedländer, Samuel Wulff","",1428490114,1,0,1,0
156,156,1,"Friedländer, Sanwil","",1428490114,1,0,1,0
157,157,1,"Friedländer, Sanwil - פרידלנדר, זנוויל שמואל","",1428490114,1,0,1,0
158,158,1,"Friedländer, Simon","",1428490114,1,0,1,0
159,159,1,"Friedländer, Simon Bendix","",1428490114,1,0,1,0
160,160,1,"Friedländer, Veitel Bernhard","",1428490114,1,0,1,0
161,161,1,"Friedländer, Wolf","",1428490114,1,0,1,0
162,162,1,"Friedländer, Wolf Bernhard","",1428490114,1,0,1,0
163,163,1,"Friedländer, Wulff","",1428490114,1,0,1,0
164,164,1,"Friedrich Salomon Stöltzner","",1428490114,1,0,1,0
165,165,1,"Friedrich Wilhelm III.","",1428490114,1,0,1,0
166,166,1,"Friedrichsfeld, David","",1428490114,1,0,1,0
167,167,1,"Friedrichsfeld, David - פרידריכספלד, דוד","",1428490114,1,0,1,0
168,168,1,"Friesenhausen, David ben Meir Hakohen - פריזנהויזן, דוד","",1428490114,1,0,1,0
169,169,1,"Fürst (Dr.)","",1428490114,1,0,1,0
170,170,1,"Furtado, Abraham - פורטאדו, אברהם","",1428490114,1,0,1,0
171,171,1,"Fürth, Meyer Elkan - פירדא, אלחנן מאיר בן אברהם","",1428490114,1,0,1,0
172,172,1,"Gallathea Salomon","",1428490114,1,0,1,0
173,173,1,"Gans, Abraham","",1428490114,1,0,1,0
174,174,1,"Gans, Salomon","",1428490114,1,0,1,0
175,175,1,"Gardemain (Bankier), Daniel","",1428490114,1,0,1,0
176,176,1,"Geisenheimer (Vorsteher des Philantropins)","",1428490114,1,0,1,0
177,177,1,"Gerson, Elias - אליהו מפינטשוב","",1428490114,1,0,1,0
178,178,1,"Gesellschaft der Freunde","",1428490114,1,0,1,0
179,179,1,"Gesellschaft der hebräischen Litteraturfreunde","",1428490114,1,0,1,0
180,180,1,"Gesellschaft des Guten und Edlen - חברת שוחרי הטוב והתושיה","",1428490114,1,0,1,0
181,181,1,"Getzel, Jacob","",1428490114,1,0,1,0
182,182,1,"Getzel, Meyer","",1428490114,1,0,1,0
183,183,1,"Giuseppe Lazzaro Morpurgo","",1428490114,1,0,1,0
184,184,1,"Glogau, Hirsch Moses - גלוגוי, צבי הירש בן משה","",1428490114,1,0,1,0
185,185,1,"Goldschmidt, Caroline","",1428490114,1,0,1,0
186,186,1,"Goldschmidt, Moses","",1428490114,1,0,1,0
187,187,1,"Graanboom, Izak - גראנבום, יצחק","",1428490114,1,0,1,0
188,188,1,"Graff, Jacob","",1428490114,1,0,1,0
189,189,1,"Gregoire, Henri","",1428490114,1,0,1,0
190,190,1,"Gregorovius (Prof.), J.A.","",1428490114,1,0,1,0
191,191,1,"Gugenheim, Joseph","",1428490114,1,0,1,0
192,192,1,"Gumpel, L.","",1428490114,1,0,1,0
193,193,1,"Gumpertz, Aaron - גומפרץ, אהרון","",1428490114,1,0,1,0
194,194,1,"Gunz, Simon","",1428490114,1,0,1,0
195,195,1,"Gunzenhausen, Anna","",1428490114,1,0,1,0
196,196,1,"Gurauer, Jacob Moses","",1428490114,1,0,1,0
197,197,1,"Halle, Joel Samuel von","",1428490114,1,0,1,0
198,198,1,"Hanau, Salomon - הנאו, שלמה זלמן","",1428490114,1,0,1,0
199,199,1,"Hart, Jacob - אליקים בן אברהם","",1428490114,1,0,1,0
200,200,1,"Hartknoch (Buchhändler)","",1428490114,1,0,1,0
201,201,1,"Heidenheim, Wolf - הידנהים, וולף","",1428490114,1,0,1,0
202,202,1,"Heilboth, Simon","",1428490114,1,0,1,0
203,203,1,"Heimann","",1428490114,1,0,1,0
204,204,1,"Heimann - היימן","",1428490114,1,0,1,0
205,205,1,"Heimann Enoch","",1428490114,1,0,1,0
206,206,1,"Heinemann, Jermias","",1428490114,1,0,1,0
207,207,1,"Heinemann, Jermias - היינמן, ירמיה","",1428490114,1,0,1,0
208,208,1,"Helft, Levy - הלפט, לוי","",1428490114,1,0,1,0
209,209,1,"Henle, Elkan","",1428490114,1,0,1,0
210,210,1,"Herford, Joel","",1428490114,1,0,1,0
211,211,1,"Hermes, Johann Georg Christoph Friedrich","",1428490114,1,0,1,0
212,212,1,"Herz (Professor), Marcus","",1428490114,1,0,1,0
213,213,1,"Herz, Marcus - הרץ, מרכוס","",1428490114,1,0,1,0
214,214,1,"Herzbruck","",1428490114,1,0,1,0
215,215,1,"Herzenskron, Joachim","",1428490114,1,0,1,0
216,216,1,"Hirsch Markus","",1428490114,1,0,1,0
217,217,1,"Hirsch Münden","",1428490114,1,0,1,0
218,218,1,"Hirsch, D. Z.","",1428490114,1,0,1,0
219,219,1,"Hirsch, Isaac - הירש, איצק ליב","",1428490114,1,0,1,0
220,220,1,"Hirsch, Jakob","",1428490114,1,0,1,0
221,221,1,"Hirsch, Joseph","",1428490114,1,0,1,0
222,222,1,"Hirschberg","",1428490114,1,0,1,0
223,223,1,"Hirschberg (Dr.)","",1428490114,1,0,1,0
224,224,1,"Hirschel, Moses - הירשל, משה","",1428490114,1,0,1,0
225,225,1,"Höchheimer, Simon - הכהיימר, שמעון","",1428490114,1,0,1,0
226,226,1,"Homberg, Herz - הרץ, הומברג","",1428490114,1,0,1,0
227,227,1,"Hönig, Aaron","",1428490114,1,0,1,0
228,228,1,"Hönig, Enoch","",1428490114,1,0,1,0
229,229,1,"Hönig, Israel (Edler von Hönigsberg, k.k. Regierungsrath, Tabak- und Siegelgefälldirektor)","",1428490114,1,0,1,0
230,230,1,"Hönig, Joachim (Edler von Hönigsberg)","",1428490114,1,0,1,0
231,231,1,"Hönig, Max (Edler von Hönig)","",1428490114,1,0,1,0
232,232,1,"Horowitz, Jehuda - הורוויץ, יהודה","",1428490114,1,0,1,0
233,233,1,"Hourwitz, Zalkind - הורביץ, זלקינד","",1428490114,1,0,1,0
234,234,1,"Hoym, Karl Heinrich Graf von (Graf, Minister)","",1428490114,1,0,1,0
235,235,1,"Hoym, Karl Heinrich Graf von (Graf, Minister)","",1428490114,1,0,1,0
236,236,1,"Hraschanzky, Georg","",1428490114,1,0,1,0
237,237,1,"Hufnagel","",1428490114,1,0,1,0
238,238,1,"Hufnagel - הופנגל","",1428490114,1,0,1,0
239,239,1,"Hurwitz, Philipp Lazarus - הורוויץ, פיליפ לצרוס","",1428490114,1,0,1,0
240,240,1,"Isaac Aron","",1428490114,1,0,1,0
241,241,1,"Isaia Norsa","",1428490114,1,0,1,0
242,242,1,"Israel Levin","",1428490114,1,0,1,0
243,243,1,"Israelitische Haupt- und Freischule zu Deßaus - משגיחי חנוך נערים בעיר דעסויא","",1428490114,1,0,1,0
244,244,1,"Itzig (Landesältester)","",1428490114,1,0,1,0
245,245,1,"Itzig (Oberkantor)","",1428490114,1,0,1,0
246,246,1,"Itzig (Oberlandesältester), Daniel (Jaffe)","",1428490114,1,0,1,0
247,247,1,"Itzig, Daniel (Jaffe, Oberlandesältester)","",1428490114,1,0,1,0
248,248,1,"Itzig, Daniel (Jaffe)","",1428490114,1,0,1,0
249,249,1,"Itzig, Elias Daniel","",1428490114,1,0,1,0
250,250,1,"Itzig, Isaac Daniel","",1428490114,1,0,1,0
251,251,1,"Itzig, Isaac Daniel - איציג, יצחק דניאל","",1428490114,1,0,1,0
252,252,1,"Itzig, Jacob","",1428490114,1,0,1,0
253,253,1,"Itzig, Jakob Daniel","",1428490114,1,0,1,0
254,254,1,"Jacob, Abraham","",1428490114,1,0,1,0
255,255,1,"Jacobson, Israel","",1428490114,1,0,1,0
256,256,1,"Jacobson, Israel","",1428490114,1,0,1,0
257,257,1,"Jacobys Buchhandlung","",1428490114,1,0,1,0
258,258,1,"Jakob Daniel","",1428490114,1,0,1,0
259,259,1,"Jakobson, Israel","",1428490114,1,0,1,0
260,260,1,"Jaroslaw, Aron - ירוסלב, אהרן","",1428490114,1,0,1,0
261,261,1,"Jeitteles, Baruch (Benedict)","",1428490114,1,0,1,0
262,262,1,"Jeitteles, Baruch (Benedict) - ייטלש, ברוך","",1428490114,1,0,1,0
263,263,1,"Jeitteles, Benjamin","",1428490114,1,0,1,0
264,264,1,"Jeitteles, Ignaz","",1428490114,1,0,1,0
265,265,1,"Jeitteles, Ignaz - ייטלש, יגנץ","",1428490114,1,0,1,0
266,266,1,"Jeitteles, Juda","",1428490114,1,0,1,0
267,267,1,"Jeitteles, Juda - ייטלש, יהודה","",1428490114,1,0,1,0
268,268,1,"Jeitteles, Samuel","",1428490114,1,0,1,0
269,269,1,"Jekutiel, Moses - יקותיאל, משה","",1428490114,1,0,1,0
270,270,1,"Jonas Jeitteles","",1428490114,1,0,1,0
271,271,1,"Jordan, Brüder","",1428490114,1,0,1,0
272,272,1,"Joseph II","",1428490114,1,0,1,0
273,273,1,"Joseph II. (Kaiser)","",1428490114,1,0,1,0
274,274,1,"Joseph II. (Kaiser)","",1428490114,1,0,1,0
275,275,1,"Joseph Philipp","",1428490114,1,0,1,0
276,276,1,"Joseph Simon Muhr","",1428490114,1,0,1,0
277,277,1,"Joseph, Victor","",1428490114,1,0,1,0
278,278,1,"Jospeh Baruch Haim","",1428490114,1,0,1,0
279,279,1,"Jüdel Baruch","",1428490114,1,0,1,0
280,280,1,"Kalker, Simon Isaac - קלקר, שמעון","",1428490114,1,0,1,0
281,281,1,"Kaskel, Michel","",1428490114,1,0,1,0
282,282,1,"Kaskel, Michel","",1428490114,1,0,1,0
283,283,1,"Katz, Haim Abraham - כץ, חיים אברהם בן יהודה","",1428490114,1,0,1,0
284,284,1,"Kaulla, Kacob","",1428490114,1,0,1,0
285,285,1,"Kaulla, Karoline (Chaile)","",1428490114,1,0,1,0
286,286,1,"Kaulla, Meier","",1428490114,1,0,1,0
287,287,1,"Kaulla, Nathan Wolf","",1428490114,1,0,1,0
288,288,1,"Kaulla, Salman","",1428490114,1,0,1,0
289,289,1,"Kaulla, Salomon Hirsch","",1428490114,1,0,1,0
290,290,1,"Kaulla, Wolf","",1428490114,1,0,1,0
291,291,1,"Kaulla, Wolf","",1428490114,1,0,1,0
292,292,1,"Kausch, Johann Joseph","",1428490114,1,0,1,0
293,293,1,"Kerner, Moshe - קרנר, משה בן אליעזר","",1428490114,1,0,1,0
294,294,1,"Keyserling, Heinrich Christian (Reichsgraf)","",1428490114,1,0,1,0
295,295,1,"Klatzki, Simon","",1428490114,1,0,1,0
296,296,1,"Kleist-Keyserling (Baron), Louis","",1428490114,1,0,1,0
297,297,1,"Kohen Piwana, Josephi - פיבני, יוסף בן איזק, כהנא","",1428490114,1,0,1,0
298,298,1,"Kohn, Salomon - כהן, משלם זלמן בן שלמה","",1428490114,1,0,1,0
299,299,1,"Konsistorium der Israeliten","",1428490114,1,0,1,0
300,300,1,"Koppel, Moses","",1428490114,1,0,1,0
301,301,1,"Korff (Graf), von","",1428490114,1,0,1,0
302,302,1,"Krause","",1428490114,1,0,1,0
303,303,1,"Kuh, Ephraim Moses - קוה, אפרים","",1428490114,1,0,1,0
304,304,1,"Lachmann (Dr.)","",1428490114,1,0,1,0
305,305,1,"Landau, Israel - לנדא, ישראל","",1428490114,1,0,1,0
306,306,1,"Landau, Moses Israel","",1428490114,1,0,1,0
307,307,1,"Lax, Salomon - לקס, שלמה","",1428490114,1,0,1,0
308,308,1,"Lehmann Haas","",1428490114,1,0,1,0
309,309,1,"Lemans, Moses - למנס, משה","",1428490114,1,0,1,0
310,310,1,"Leo, Hartog - לאו, הרטוג","",1428490114,1,0,1,0
311,311,1,"Leopold Friedrrich Franz (Fürst)","",1428490114,1,0,1,0
312,312,1,"Leopold II","",1428490114,1,0,1,0
313,313,1,"Leopoldo Herz","",1428490114,1,0,1,0
314,314,1,"Lepoc, Jonas","",1428490114,1,0,1,0
315,315,1,"Lesczinski, Elasar - לשצ'ינסקי, אלעזר","",1428490114,1,0,1,0
316,316,1,"Levi, Avigdor - לוי, אביגדור","",1428490114,1,0,1,0
317,317,1,"Levi, Hannover Raphael - לוי, רפאל מהנובר","",1428490114,1,0,1,0
318,318,1,"Levi, Joseph Jasmann ben Joel - לוי, יוסף יוסמן בן יואל","",1428490114,1,0,1,0
319,319,1,"Levi, Moses","",1428490114,1,0,1,0
320,320,1,"Levin Magnus","",1428490114,1,0,1,0
321,321,1,"Levin Salomon","",1428490114,1,0,1,0
322,322,1,"Levin, Menachem Mendel - לפין, מנחם מנדל","",1428490114,1,0,1,0
323,323,1,"Levison, George (Mordechai Gumpel Schnaber) - שנאבר-לויזון, גומפל מרדכי","",1428490114,1,0,1,0
324,324,1,"Levy (Ältester der israelitischen Gemeinde)","",1428490114,1,0,1,0
325,325,1,"Levy, Elie - אליהו חלפן","",1428490114,1,0,1,0
326,326,1,"Levy, Moses Salomon","",1428490114,1,0,1,0
327,327,1,"Levy, Samuel Isaak","",1428490114,1,0,1,0
328,328,1,"Levy, Samuel Salomon","",1428490114,1,0,1,0
329,329,1,"Levy, Sara","",1428490114,1,0,1,0
330,330,1,"Levysohn, Hartog","",1428490114,1,0,1,0
331,331,1,"Liebmann, Aaron","",1428490114,1,0,1,0
332,332,1,"Lindau, Baruch","",1428490114,1,0,1,0
333,333,1,"Lindau, Baruch ben Jehuda Löb","",1428490114,1,0,1,0
334,334,1,"Lipmann, Nathan","",1428490114,1,0,1,0
335,335,1,"Löb Hamm","",1428490114,1,0,1,0
336,336,1,"Lobethal, Avigdor","",1428490114,1,0,1,0
337,337,1,"Löser, Wolff","",1428490114,1,0,1,0
338,338,1,"Löwe, Joel","",1428490114,1,0,1,0
339,339,1,"Löwe, Joel - ברי\"ל, יואל","",1428490114,1,0,1,0
340,340,1,"Lowe, Johann Michael Siegfried","",1428490114,1,0,1,0
341,341,1,"Löwenstamm, Chaim ben Arije Löb - לוונשטם, חיים בן אריה ליב","",1428490114,1,0,1,0
342,342,1,"Löwenstamm, Jaacov Moses - לוונשטם, יעקב משה","",1428490114,1,0,1,0
343,343,1,"Löwenstein, N. J.","",1428490114,1,0,1,0
344,344,1,"Löwysohn, Salomon - לוויזון, שלמה","",1428490114,1,0,1,0
345,345,1,"Lübeschütz","",1428490114,1,0,1,0
346,346,1,"Lüpschütz, Selig","",1428490114,1,0,1,0
347,347,1,"Luzzatto, Ephraim - לוצטו, אפרים","",1428490114,1,0,1,0
348,348,1,"Maimon, Salomon - מימון, שלמה","",1428490114,1,0,1,0
349,349,1,"Marcus (Ilfeld), Hartog (Hirsch) - מרקוס, צבי הירש בן מרדכי","",1428490114,1,0,1,0
350,350,1,"Marcus Isaak","",1428490114,1,0,1,0
351,351,1,"Marcus Salomon Levin","",1428490114,1,0,1,0
352,352,1,"Marcus, Benedikt","",1428490114,1,0,1,0
353,353,1,"Marcus, Tobias","",1428490114,1,0,1,0
354,354,1,"Marcuse, Marcus","",1428490114,1,0,1,0
355,355,1,"Marcuse, Moses - מרקוזי, משה","",1428490114,1,0,1,0
356,356,1,"Marks, J.","",1428490114,1,0,1,0
357,357,1,"Marx (Dr.)","",1428490114,1,0,1,0
358,358,1,"Matthieu, Levi","",1428490114,1,0,1,0
359,359,1,"Meldola, Abraham - מילדולה, אברהם","",1428490114,1,0,1,0
360,360,1,"Mendel Samuel","",1428490114,1,0,1,0
361,361,1,"Mendel, Joachim","",1428490114,1,0,1,0
362,362,1,"Mendelsohn, Moses - מנדלסון (פרנקפורט), משה","",1428490114,1,0,1,0
363,363,1,"Mendelssohn, Joseph","",1428490114,1,0,1,0
364,364,1,"Mendelssohn, Moses","",1428490114,1,0,1,0
365,365,1,"Meyer Bernhard","",1428490114,1,0,1,0
366,366,1,"Meyer Gabriel","",1428490114,1,0,1,0
367,367,1,"Meyer Joseph","",1428490114,1,0,1,0
368,368,1,"Meyer Magnus","",1428490114,1,0,1,0
369,369,1,"Meyer, Salomon Abraham","",1428490114,1,0,1,0
370,370,1,"Milliaud, Moïse - מיליו, משה","",1428490114,1,0,1,0
371,371,1,"Moritz, Karl Philipp - מוריץ, קרל פיליף","",1428490114,1,0,1,0
372,372,1,"Moses Fürst","",1428490114,1,0,1,0
373,373,1,"Moses Levin","",1428490114,1,0,1,0
374,374,1,"Moses von Gottfried Jakob Schaller - שלר, משה גוטפריד יעקב","",1428490114,1,0,1,0
375,375,1,"Moses, Jacob","",1428490114,1,0,1,0
376,376,1,"Moses, Jacob","",1428490114,1,0,1,0
377,377,1,"Müller","",1428490114,1,0,1,0
378,378,1,"Museum des Herrn Werkmeister","",1428490114,1,0,1,0
379,379,1,"Nachod, Naftali","",1428490114,1,0,1,0
380,380,1,"Neumann, Israel Moses - נוימן, ישראל משה","",1428490114,1,0,1,0
381,381,1,"Neumann, Israel Moses (Inspektor und Oberlehrer)","",1428490114,1,0,1,0
