"entity_type","bundle",deleted,entity_id,revision_id,"language",delta,"field_preface_title_value","field_preface_title_format"
"node","preface",0,5422,5422,"und",0,"\"הקדמה\" עמ' [9-3]: בן-זאב מספר את קורות חייו בעיירה בפולין, הנישואין שלו בגיל שלוש עשרה, ועל המשיכה שלו בהסתר לספרים עבריים. הוא נדד מערבה בשל קשיים ביחסים עם אשתו וחותניו, ובשל קשיי פרנסה. כשהגיע לברלין נחשף לחוכמות והחל להוציא ספרים, ומדי פעם חזר לביתו, ולבסוף התגרש מאישתו, ועבר לווינה, שם הוציא לאור את מסלת הלמוד. הוא מספר שחלה אז מאוד בחולי המעיים, ואז נדר שאת ייתר שנותיו יבלה בהוצאת ספרים. אחר כך מתאר בן זאב את חשיבות ספרו העוסק בדקדוק עברי, שכן ישנם רק ספרים מעטים וישנים שעסקו בכך.","filtered_html"
"node","preface",0,5423,5423,"und",0,"\"הקדמה\", דפים [ג'-ד']: בהקדמה מסביר בן זאב את סיבת חיבור המילון הגרמני-עברי הזה: \"לא חברתי החבור הזה לבעלי לשון דוברי צחות וכותבי מליצה, כי המה ימצאו חלקם בחלק הראשון, המתחקה על שרשי לשון עברית, אפס להמון עם, שכותבים שטרי הדיוטות, וכוח להם למצוא מלות כדי ספקם...\" (דף [ג'])","filtered_html"
"node","preface",0,5424,5424,"und",0,"Vorrede","filtered_html"
"node","preface",0,5425,5425,"und",0,"הקדמה","filtered_html"
"node","preface",0,5426,5426,"und",0,"Vorrede der Herausgeber","filtered_html"
"node","preface",0,5427,5427,"und",0,"מבוא/איינלייטונג","filtered_html"
"node","preface",0,5428,5428,"und",0,"הקדמה","filtered_html"
"node","preface",0,5430,5430,"und",0,"הקדמה","filtered_html"
"node","preface",0,5431,5431,"und",0,"הקדמה","filtered_html"
"node","preface",0,5432,5432,"und",0,"קול תחת הקדמה","filtered_html"
"node","preface",0,5433,5433,"und",0,"נפתלי בראש משיב נפש לשון עבר","filtered_html"
"node","preface",0,5435,5435,"und",0,"פארעראינרונג","filtered_html"
"node","preface",0,5436,5436,"und",0,"הקדמה","filtered_html"
"node","preface",0,5437,5437,"und",0,"מכתב המחבר,פתיחת המחבר וזה שמה מבוא הגן","filtered_html"
"node","preface",0,5438,5438,"und",0,"פתיחת המחבר השניה ויקרא את שמה כשם הפתיחה הראשונה מבוא הגן","filtered_html"
"node","preface",0,5439,5439,"und",0,"הקדמת המעתיק","filtered_html"
"node","preface",0,5440,5440,"und",0,"[Widmung]","filtered_html"
"node","preface",0,5441,5441,"und",0,"הקדמת המפרש","filtered_html"
"node","preface",0,5442,5442,"und",0,"\"פארעראיננערונג\": המחבר טוען כי יש חשיבות להוצאת ספרי לימוד של כל עם עבור ילדיו, וכי עד עתה לא היה ספר מתאים עבור ילדי ישראל הרכים. הספר הזה העושה שימוש בתמונות כדי ללמוד קריאה, תואם לצרכי הילדים.","filtered_html"
"node","preface",0,5443,5443,"und",0,"הקדמה","filtered_html"
"node","preface",0,5444,5444,"und",0,"אל עין הקורא","filtered_html"
"node","preface",0,5445,5445,"und",0,"איינלייטונג","filtered_html"
"node","preface",0,5447,5447,"und",0,"נאום בנימין המכונה וואלף ב\"ר שמשון איש הידנהיים: בהקדמה מציג הידנהיים ספר זה כספר המשך לחיבורו \"פסח\", שבו עסק בהרחבה בפיוטים וניתח את המבנה שלהם (\"מחומר... הפועל.. והצורה... והתכלית...\"). בחיבורו זה הוא מתמקד \"הפועל, הפייטנים בעלי הלשון\", כלומר, תיאור ביוגרפי היסטורי של כותבי הפיוטים.","filtered_html"
"node","preface",0,5448,5448,"und",0,"דברי השירה הזאת","filtered_html"
"node","preface",0,5451,5451,"und",0,"מכתב תודה","filtered_html"
"node","preface",0,5453,5453,"und",0,"הקדמת המחבר: המחבר מציג עצמו כצעיר, ומפנה ספרו לצעירים. הוא מבקש להביא מעט מחוכמת היוונים בפני אלה הצמאים לידע זה.","filtered_html"
"node","preface",0,5454,5454,"und",0,"הצעה","filtered_html"
"node","preface",0,5455,5455,"und",0,"הקדמה","filtered_html"
"node","preface",0,5456,5456,"und",0,"\"פאררעדע דעס איבערזעצערס\"","filtered_html"
"node","preface",0,5457,5457,"und",0,"הקדמה","filtered_html"
"node","preface",0,5458,5458,"und",0,"מבוא הספר","filtered_html"
"node","preface",0,5459,5459,"und",0,"ההקדמה עוסקת בהצדקת הספר, וחשיבות העיסוק המוסרי בידידות, אהבה, נדיבות וכד' - והדיון בהם בספרות בשפה העברית.","filtered_html"
"node","preface",0,5460,5460,"und",0,"הקדמה","filtered_html"
"node","preface",0,5461,5461,"und",0,"Vorrede","filtered_html"
"node","preface",0,5463,5463,"und",0,"הקדמה: המחבר מספר על חיבתו הרבה למדעים מאז נעוריו, ובחירתו בשל כך במקצוע הרפואה. המחבר מספר כי הוא למד רפואה בברלין במהלך השלוש שנים האחרונות, וכי הוא קורא גרמנית, צרפתית ולטינית (עמ' [4]).סיפרו זה יצא במטרה להשכיל את היהודים במדעים הזנוחים.","filtered_html"
"node","preface",0,5465,5465,"und",0,"הקדמה: בן-זאב מציין כי לצד סיפרו היסודי על השפה העברית  \"תלמוד לשון עברי\" שהוא כותב, הוציא ספר זה לטובת המתחילים. לוחות הפעלים נועדו לשימושו של מורה עם תלמידיו.","filtered_html"
"node","preface",0,5466,5466,"und",0,"פ'ארעראיננערונג","filtered_html"
"node","preface",0,5467,5467,"und",0,"אליכם משכילי עם!","filtered_html"
"node","preface",0,5469,5469,"und",0,"רמזי המליצות","filtered_html"
"node","preface",0,5470,5470,"und",0,"פתשגן המשל","filtered_html"
"node","preface",0,5471,5471,"und",0,"הקדמת המחבר","filtered_html"
"node","preface",0,5473,5473,"und",0,"הקדמה","filtered_html"
"node","preface",0,5474,5474,"und",0,"הקדמה כללית","filtered_html"
"node","preface",0,5477,5477,"und",0,"מבוא הספר","filtered_html"
"node","preface",0,5478,5478,"und",0,"מודעה למען משכילי העם ונדיבהם, אדברה נא דברי שלום ואמת","filtered_html"
"node","preface",0,5481,5481,"und",0,"לשיר אין כותרת","filtered_html"
"node","preface",0,5482,5482,"und",0,"מבוא הספר","filtered_html"
"node","preface",0,5483,5483,"und",0,"מבוא הספר","filtered_html"
"node","preface",0,5484,5484,"und",0,"מבוא הספר","filtered_html"
"node","preface",0,5485,5485,"und",0,"את ההקדמה (דף ב') פותח המחבר בשיר קצר. הוא עוסק בבעיית הניקוד של שין בנקודה ימנית או שמאלית. טוען שהוא ממשיך את דרכו של הר' דוד קמחי: \"וכבר קדמוני הרבה חכמי מקרא והדקדוק וכללו שרשי המלות ההם השמאלית כגון כלל המתחיל ישראל השר [?] בשמחה ימים והעתקתי לקחןוראיתי שאינם מספיקים לכל הצורך לש\"הק הנמצאת בכ\"ד ספרים ועלה על לבי לחברם ע'ו שרשי הפעלים והשמות... כאשר עשה הר' דוד קמחי... ואני הוספתי נופך משלי כמעט בכל אות ואות וגם לא היה שום [?] מראה מקום...","filtered_html"
"node","preface",0,5486,5486,"und",0,"פתח דבר","filtered_html"
"node","preface",0,5487,5487,"und",0,"Vorrede und Einleitung","filtered_html"
"node","preface",0,5488,5488,"und",0,"Vorrede","filtered_html"
"node","preface",0,5489,5489,"und",0,"הקדמה ומבוא הספר: המחבר מתאר את הסיבות שהביאוהו לכתיבת המקראה העברית - כדי להדריך בקריאה בעברית וליצור ספר שיכיל נושאים שונים וימנע צורך לקנייה מיותרת של ספרים. הוא מציין כי הוא חיבר את הספר ב-3 שפות, כדי שיוכלו התלמידים לתרגם משפה לשפה. במקום שירים וחידות שהופיעו בפרק החמישי, הוא כתב פרק על תולדות חכמי ישראל (מדובר  בראשי ההשכלה הגרמנית-יהודית, ט.ק.), כדי שהילדים ילכו בעקבותיהם. המחבר מציין כי בבית סיפרו ביקר יעקב ב\"י בברוינשוייג (הערר פרעזידענט יאקאבסזאהן), שחתם על ספריו ולקח מהם ללמד ילדים בוועסטפהאלן. הוא מודה לאיש זקן מן הקהילה המומחה בדקדוק עברי (שלא מצויין בשמו) שסייע לו בכתיבת המקראה העברית.","filtered_html"
"node","preface",0,5490,5490,"und",0,"דבר אל הקורא","filtered_html"
"node","preface",0,5491,5491,"und",0,"הקדמת החכם בעל גבעת המורה","filtered_html"
"node","preface",0,5492,5492,"und",0,"\"הקדמה - הסכמות וחרמות הגאונים ה\"ה בספר הכוזרי הנדפס פה ברלין\"","filtered_html"
"node","preface",0,5493,5493,"und",0,"הקדמת המעתיק","filtered_html"
"node","preface",0,5494,5494,"und",0,"הקדמת המגיה","filtered_html"
"node","preface",0,5495,5495,"und",0,"ואלה דברי הרב...","filtered_html"
"node","preface",0,5496,5496,"und",0,"פארבעריכט","filtered_html"
"node","preface",0,5497,5497,"und",0,"\"פארעראיננערונג\"","filtered_html"
"node","preface",0,5498,5498,"und",0,"הפיוטים והפייטנים","filtered_html"
"node","preface",0,5499,5499,"und",0,"'אל כבוד הנגיד התורני השלם השר המפורסם והנסיב מוה' גבריאל פרענקל נר\"ו פרנס פרימוס בקהלת עדת ישראל הקדושה פראג והמדינה יע\"א': ההקדמה ממוענת אל גבריאל פרענקל פרנס קהילת פראג על ידי המתרגם. הוא טוען כי הוא נחשף בספרי רפואה ל\"מאורעות נוראות ואיומות... מבני אדם אשר נקברו חיים בהחשבם מתים?\", עמ' [2]. הוא חושב שהיהודים לא יודעים על כך ולכן ממשיכים במנהג קבורת המתים שלהם. זו הסיבה שהחליט לתרגם לעברית את דברי הרופא הרץ ולשלוח לגבריאל בפראג 50, שיפיצם בקרב היהודים.","filtered_html"
"node","preface",0,5500,5500,"und",0,"הקדמה ומבוא הספר","filtered_html"
"node","preface",0,5501,5501,"und",0,"אמר המגיד","filtered_html"
"node","preface",0,5502,5502,"und",0,"הקדמת המחבר","filtered_html"
"node","preface",0,5503,5503,"und",0,"הקדמה","filtered_html"
"node","preface",0,5504,5504,"und",0,"הקדמה","filtered_html"
"node","preface",0,5505,5505,"und",0,"הקדמה: המחבר עוסק בתועלת המוסרית של המשלים, ומסווג את המשל לסוגיו השונים. הוא מציין משלים תנכי\"ם, משלי ימה\"ב. הוא מספר על תהליך הכנת הספר: בחירת המשלים המובחרים ותרגומם לגרמנית. כיוון שהוצאת הספר יקרה, הוא מוציא רק חלק מן החומר שיש ברשותו, ואם יצלח המעשה בידו - יוציא בעתיד גם את החלק השני.","filtered_html"
"node","preface",0,5507,5507,"und",0,"\"הקדמה שלישית\", עמ' [15-18]: על השירה והמליצה","filtered_html"
"node","preface",0,5509,5509,"und",0,"(שיר)","filtered_html"
"node","preface",0,5510,5510,"und",0,"\"נאום\" (עמ' [1]): סטנוב מספר כי עוד בהיותו בארץ מולדתו הוא נתקל בספר \"נבואת הילד\" שיצא לאור עם ספר \"נגיד ומצוה\", שבעבר היה לו ביאור שאבד. סטנוב מנסה לשחזר אותו, וטוען כי מדובר במשימה נכבדה בשל הצורך לשלוט בהיסטוריה של העולם העתיק, בשל צורך לשלוט בדברי הנביאים, חז\"ל מדרשים וכד', ובשל הצורך לשלוט בלשונות שונות: ארמית, תלמוד בבלי וכד'. וסיבה נוספת - יש כאן גילוי של סוד, וסכנה לחלוק על המחבר שעדיף לשמור עליו. כשהגיע לספרייה של דניאל יפה נתקל שוב בספר והחליט להוציאו עם ביאור, עם זהירות בגילוי הסודות, אך לטובת ישראל, כדי ש\"להבין דבר מתוך דבר לדעת את אשר יקרה אותם באחרית הימים\".","filtered_html"
"node","preface",0,5511,5511,"und",0,"<p>ערקלעהרונג דער אבגעקירצטען ווערטער</p>
","filtered_html"
"node","preface",0,5512,5512,"und",0,"גנייגטע לעזריננען!","filtered_html"
"node","preface",0,5513,5513,"und",0,"פאררעדע","filtered_html"
"node","preface",0,5514,5514,"und",0,"פארעראיננערונג דעס פערלעגערס","filtered_html"
"node","preface",0,5515,5515,"und",0,"אנקינדיגונג","filtered_html"
"node","preface",0,5516,5516,"und",0,"הקדמה כוללת","filtered_html"
"node","preface",0,5517,5517,"und",0,"הקדמה","filtered_html"
"node","preface",0,5518,5518,"und",0,"הקדמה לחלק בית מדות","filtered_html"
"node","preface",0,5519,5519,"und",0,"(ללא כותרת): עמ' [1]: סטנוב מתאר בהקדמה את הקושי בהוצאת ספרים, מציג רשימת חותמים ומציין כמה כסף שילם כל חותם, ואח\"כ מציג רשימת ספרי הוצאת חינוך נערים הניתנים להשגה: לידע ולהודיע למוכרי הספרים ולקוני הספרים רשימה מהספרים ומקחם הקצוב שת\"י (שתחת יד? ט.ק.) ר' איצק למכור ולהחליף עם מוכרי הספרים\" (עמ' 2, מספור שלי)","filtered_html"
"node","preface",0,5521,5521,"und",0,"\"פתח הבית\": הכותב דן באמת ושקר, ומזכיר את פיידון וסוקרטס
","filtered_html"
"node","preface",0,5522,5522,"und",0,"\"הקדמה\": המחבר מבחין בין אנשי מוסר לאנשים חסרי מוסר, ומעיד על עצמו כי הוא תמיד הלך בדרך האמת. הוא מציין ספרים נוספים שהוא הוציא.","filtered_html"
"node","preface",0,5523,5523,"und",0,"הקדמה","filtered_html"
"node","preface",0,5524,5524,"und",0,"הקדמה: המחבר מתאר את הספר כנועד להוראת הדקדוק של השפה העברית, שהוראתה כראוי הולכת ונעלמת. הוא טוען כנגד המלמדים כי הם לא מלמדים כראוי, כי בעלי הבתים דוחקים בהם להגיע ללימוד 'גפ\"ת ופוסקים'. ספר זה מבאר, לדבריו, בקלות ובנוחות את חוקי הדקדוק העברי.","filtered_html"
"node","preface",0,5525,5525,"und",0,"הקדמה: בהקדמה הוא מתאר את מטרת הספר - הוראת עברית למתקדמים. הוא מתאר את העבודה המשותפת עם בן-יעקב, מאיר.","filtered_html"
"node","preface",0,5526,5526,"und",0,"התנצלת המעתיק לעין הקורא,פתיחת המעתיק","filtered_html"
"node","preface",0,5527,5527,"und",0,"הקדמת המחבר","filtered_html"
"node","preface",0,5528,5528,"und",0,"הקדמה","filtered_html"
"node","preface",0,5530,5530,"und",0,"הקדמה","filtered_html"
"node","preface",0,5532,5532,"und",0,"הקדמה","filtered_html"
"node","preface",0,5533,5533,"und",0,"הקדמה \"אבן יקרה ילוטש במסור יפותח בחכמה אסף ל\"ב)","filtered_html"
"node","preface",0,5534,5534,"und",0,"הקדמה","filtered_html"
"node","preface",0,5535,5535,"und",0,"הקדמת המלקט והמחבר בלעגי שפה מדבר","filtered_html"
"node","preface",0,5536,5536,"und",0,"הקדמה הכן בחוץ מלאכתך ועתדה בשדה לך אחר ובנית ביתך","filtered_html"
"node","preface",0,5537,5537,"und",0,"\"עת הזמיר\": סטנוב מציג את הספר הזה כספר הראשון שיצא בבית הדפוס של \"חינוך נערים\" ומודה לדניאל יפה על המפעל הזה. הוא מציין כי לרגל פתיחת בית הדפוס הוטבעה מדליה: \"הטבעה מדלד\"אליע אחת חמשה אדומ' זהב משקלה, מצוירת מעשה חרש חכם עיתותי אותם, צורת יצחק וכפיו פרושות השמים בתפלת מנחת ערב, ותחת רגליו כמעשה לבנה הספר בלשון עברי וכתב אשורי ויעתר יצחק והמראה המראה איש תפלה מראהו, מעשה חושב מחשב דרכו לדמות הצורה למעשהו, והיתה זאת לזכרון לחסד ה' אשר עשו אלה שני צנתרות הזהב המריקים מעליהם זהב בתנופה להדפיס ספרים לבני עמם...\"","filtered_html"
"node","preface",0,5538,5538,"und",0,"\"המליץ בינותם\"","filtered_html"
"node","preface",0,5539,5539,"und",0,"המנצח בנגינות מזמור לדוד","filtered_html"
"node","preface",0,5541,5541,"und",0,"מכתם לדוד","filtered_html"
"node","preface",0,5542,5542,"und",0,"מכתב","filtered_html"
"node","preface",0,5544,5544,"und",0,"פתיחת המחבר","filtered_html"
"node","preface",0,5545,5545,"und",0,"הקדמה ראשונה על משפט ההעתקה","filtered_html"
"node","preface",0,5546,5546,"und",0,"הקדמה שנייה על משפט הספר, ומי היה מחברו?","filtered_html"
"node","preface",0,5547,5547,"und",0,"הקדמה שלישית מה משפט הפי' רוח חן, ומה הן תועליותיו?","filtered_html"
"node","preface",0,5548,5548,"und",0,"\"הקדמה\", (עמ' [1-2]): המחבר טוען כי יש צורך לדבר בלשון הקודש, ורוב האנשים לא יודעים את דרכי המליצה, וסיפרו נועד לקהל הכללי ולמתחילים.","filtered_html"
"node","preface",0,5550,5550,"und",0,"ללא כותרת: בפתח החלק הגרמני באותיות עבריות מתאר המחבר את הספר כמי שנכתב לילדיו ושימש את ידידיו, ולכן החליט לפרסמו.","filtered_html"
"node","preface",0,5552,5552,"und",0,"\"הקדמה\": מצהיר בה כי יש תועלת רבה בחוכמות, והם בבחינת סולם לאמת (דף ד').","filtered_html"
"node","preface",0,5554,5554,"und",0,"מבוא הספר (דפים ה'-ט'): מחבר מספר על הרקע התורני שלו, ועל כך שהחל מגיל 30 החל להתעניין ב\"חוכמות הלימודיות\", נלכד בקיסמן ובמשך 10 שנים עסק בהן. הוא מציג את הרצון שלו להרחיב את הספרות העברית שבה חסרה התייחסות לחוכמות אלה. האלגברה היא בעיניו הבסיס לאסטרונומיה, למכניקה ולאופטיקה. הוא טוען שמחבר צריך לדעת למי הוא מפנה את סיפרו, והתחשב בקהל היעד שלו. הוא מתחשב בקהל היעד שלו ולכן הספר שלו מכיל את יסודות הלימוד. הוא מפנה את סיפרו ל\"היושבים באהלי תורה\" (דף ז'). המחבר אומר שהפך את תרגילי החשבון מימין לשמאל, דבר שיכול לעורר אי נוחות אצל המורגלים בקריאה בספרים לועזיים, אך זה דבר שניתן להתרגל לו. הוא מזהיר את קוראיו לא לשעות אחרי מי שמוציא דיבה רעה לחוכמות הלמודיות, כי בלעדיהן אי אפשר להבין סוגיות תלמודיות שונות  (ומביא דוגמה לכך מתוך מסכת שבת, דף ט').","filtered_html"
"node","preface",0,5555,5555,"und",0,"פתח שער הכרם עין גדי","filtered_html"
"node","preface",0,5556,5556,"und",0,"הקדמה","filtered_html"
"node","preface",0,5557,5557,"und",0,"הקדמה","filtered_html"
"node","preface",0,5558,5558,"und",0,"פאהר רעהדן, לכו בנים שמעו לי","filtered_html"
"node","preface",0,5559,5559,"und",0,"ענטשולדיגונג דעס פערפאססערס","filtered_html"
"node","preface",0,5560,5560,"und",0,"הקדמה","filtered_html"
"node","preface",0,5561,5561,"und",0,"פתח האולם ומבוא הלשכה","filtered_html"
"node","preface",0,5563,5563,"und",0,"הקדמת המחבר","filtered_html"
"node","preface",0,5564,5564,"und",0,"פאררעדע","filtered_html"
"node","preface",0,5565,5565,"und",0,"הקדמה","filtered_html"
"node","preface",0,5566,5566,"und",0,"מבוא","filtered_html"
"node","preface",0,5567,5567,"und",0,"הקדמה","filtered_html"
"node","preface",0,5568,5568,"und",0,"סלת מנחה והוא הקדמה כוללת לספר תרי עשר","filtered_html"
"node","preface",0,5569,5569,"und",0,"סלת מנחה והוא הקדמה כוללת לספר תרי עשר","filtered_html"
"node","preface",0,5570,5570,"und",0,"הקדמה ראשונה, מתוכן הספר וידיעת עניני סגולותיו","filtered_html"
"node","preface",0,5571,5571,"und",0,"הקדמה שניה, מידיעת הענינים הנופלים בזה הספר בפרט","filtered_html"
"node","preface",0,5572,5572,"und",0,"הקדמה שלישית, ... נשוב עתה לחקור בידיעת הארצות והערים הנמצאים בספר הזה לדעת מקומות מושבותיהם בארצותם לגוייהם, וקצת מהקורות אשר קרו להאומות ההם בימים הקדמונים ותמורות העתים אשר השיגום, כפי שכתוב בתנך ובד\"ה לעמים וכו","filtered_html"
"node","preface",0,5573,5573,"und",0,"מנחת מרחשת","filtered_html"
"node","preface",0,5574,5574,"und",0,"\"הקדמה\": המחבר מתאר עצמו כמי שעסוק בלימוד תורה כשלושים שנים, ובשל כתיבת ספרו הוא הותקף. לטענתו, אין המשחק דבר טמא ורחוק מן התורה. הוא מספר גם על קריעת הספר בפומבי, ובא להצדיקו.","filtered_html"
"node","preface",0,5575,5575,"und",0,"מודעה רבה","filtered_html"
"node","preface",0,5576,5576,"und",0,"דברי המביאים לבית הדפוס העומדים על המשמרת לחברת חנוך נערים","filtered_html"
"node","preface",0,5577,5577,"und",0,"הקדמת המחבר","filtered_html"
"node","preface",0,5578,5578,"und",0,"הקדמת המביא לבית הדפוס","filtered_html"
"node","preface",0,5579,5579,"und",0,"הקדמות ומושכלות ראשונות מחכמת המדידה","filtered_html"
"node","preface",0,5581,5581,"und",0,"למעלת כ\"ת אדוני חמי ה\"ה הרב המופלא והמופלג בתורה החסיד מהור\"ר י\"ט בנעט נר\"ו חד מהרבנים אנשי בה\"מ דק\"ק ברוינשווייג יע\"א אעלה את זכרונו הטוב בדבר קדשי תורתו אשר המציא וחידש בעומק חכמתו","filtered_html"
"node","preface",0,5582,5582,"und",0,"הקדמה","filtered_html"
"node","preface",0,5583,5583,"und",0,"הקדמת והתנצלות כותב הבאור על ספר ויקרא","filtered_html"
"node","preface",0,5584,5584,"und",0,"הקדמת המבאר","filtered_html"
"node","preface",0,5585,5585,"und",0,"הקדמת המתרגם","filtered_html"
"node","preface",0,5587,5587,"und",0,"הקדמה: משה זאללשין מציג עצמו כתלמידו של המחבר, והוא משבח את מוריהו בשער הספר (\"...החריף המפורסם החקרן הגדול מו\"ה שמעון קרומנויא\"), וגם בהקדמה (\"עשה לי כל טוב בהיותו בק\"ק פראג ואפילו לעת צאת השאפות שאף רוח לא מנע ממני הטוב ולמד אתי ועם חבירו\" (דף ב'). זאללשין מקדיש למחבר שיר תודה, ומצרף את דיונו התלמודי של אופנהיים במנחות דף ע\"ב ע\"ב (\"להציג פה מה שאמר בשנה דאישתקד לפנינו\", דף ב'; \"ולהיות כי רבים יחכמו מעט בזה ההקדמה שעשה על המ\"ס הנ\"ל אמרתי להעתיקו, דף ה'). אחריו (דף ו') מופיע שיר הלל מליצי לה' שאינו חתום (ככל הנראה, גם אותו כתב משה זאללשין).","filtered_html"
"node","preface",0,5588,5588,"und",0,"הנץ החמה (דפים ו'-י'): המחבר מציג ידע באסטרונומיה, ומתאר את מערכת השמש שלנו. הוא תומך בתיאוריה הגיאוצנטרית, ויוצא כנגד התיאוריה ההליוצנטרית של קופרניקוס. מצד שני, תומך בידע עדכני לזמנו על מהירות האור (דף ז').","filtered_html"
"node","preface",0,5591,5591,"und",0,"הקדמה","filtered_html"
"node","preface",0,5592,5592,"und",0,"הקדמת המחבר","filtered_html"
"node","preface",0,5593,5593,"und",0,"הקדמת המחבר","filtered_html"
"node","preface",0,5594,5594,"und",0,"פתח התיבה","filtered_html"
"node","preface",0,5596,5596,"und",0,"\"הקדמת ריע המחבר\"","filtered_html"
"node","preface",0,5597,5597,"und",0,"\"פתיחת המחבר\"","filtered_html"
"node","preface",0,5599,5599,"und",0,"אמר המחבר: אבן תבון מתאר את כוונתו לפרש את \"מורה נבוכים\" של הרמב\"ם.","filtered_html"
"node","preface",0,5600,5600,"und",0,"דיא ערשטה הקדמה","filtered_html"
"node","preface",0,5601,5601,"und",0,"דיא אנדרע הקדמה","filtered_html"
"node","preface",0,5602,5602,"und",0,"אגרת המודעא","filtered_html"
"node","preface",0,5603,5603,"und",0,"הקדמה","filtered_html"
"node","preface",0,5604,5604,"und",0,"הקדמת המחבר ספר שאלות ותשובות בשמים ראש","filtered_html"
"node","preface",0,5605,5605,"und",0,"הקדמה","filtered_html"
"node","preface",0,5606,5606,"und",0,"הקדמת המחבר","filtered_html"
"node","preface",0,5610,5610,"und",0,"הקדמה","filtered_html"
"node","preface",0,5614,5614,"und",0,"הקדמה","filtered_html"
"node","preface",0,5615,5615,"und",0,"Vorbericht:","filtered_html"
"node","preface",0,5616,5616,"und",0,"\"הקדמה\", דף [ב']: המחבר כותב כי חיבר את הספר ל\"כל אשר נשאו ללמוד החכמה הזאת\", שכן בלעדיה אי אפשר להבין כפי שצריך אל פירוש המקרא ודברי רז\"ל הבנויים עליהם.","filtered_html"
"node","preface",0,5617,5617,"und",0,"הקדמה - אליכם אישים אקרא וקולי אל בני אדם","filtered_html"
"node","preface",0,5618,5618,"und",0,"פאררעדע","filtered_html"
"node","preface",0,5619,5619,"und",0,"הקדמה","filtered_html"
"node","preface",0,5620,5620,"und",0,"הקדמה","filtered_html"
"node","preface",0,5621,5621,"und",0,"\"הקדמת הרב מוהרי\"ל על דרך חדה\" (דף ל'): מרגליות חד חידה ופותר אותה. החידה עוסקת בעניין הלשוני והקושי בשימוש בעברית, וחותם באמירה: \"לכן טוב מכולם דרשות הגאונים הקדמונים השלמים והתמימים. והגיון לשונם הנאהבים והנעימים:\".","filtered_html"
