uuid,name,slug,best_qid,best_label,best_score,best_reasons,second_qid,second_label,second_score,action,all_candidates
a3c04f4b-164c-4751-8e35-d2aaf6fa5539,Bialystok,bialystok,Q761,Białystok,26,name_exact|p31_settlement|coords_eu_il|country_PL|has_sitelinks|search_rank_0,Q1126261,Białystok County,17,auto,"[{""qid"": ""Q761"", ""label"": ""Białystok"", ""desc"": ""city and capital of Podlaskie Voivodeship in eastern Poland"", ""score"": 26}, {""qid"": ""Q1126261"", ""label"": ""Białystok County"", ""desc"": ""powiat of Poland"", ""score"": 17}, {""qid"": ""Q4082807"", ""label"": ""Bilyj Stik"", ""desc"": ""Fluss in der Ukraine, mündet in den Bug"", ""score"": 15}, {""qid"": ""Q31915550"", ""label"": ""Białystok"", ""desc"": """", ""score"": 14}, {""qid"": ""Q105083168"", ""label"": ""Bialystok"", ""desc"": ""family name"", ""score"": 13}, {""qid"": ""Q4985106"", ""label"": ""Bialystok"", ""desc"": ""meteorite"", ""score"": 12}, {""qid"": ""Q2262365"", ""label"": ""Bahnhof Białystok"", ""desc"": ""Bahnhof in Polen"", ""score"": 11}]"
529a5d09-c56b-4735-9e52-79d0463ef812,Bielau,bielau,Q857331,Bielawa,25,alias_exact|p31_settlement|coords_eu_il|country_PL|has_sitelinks|search_rank_0,Q6468815,Bielaŭščyna,17,auto,"[{""qid"": ""Q857331"", ""label"": ""Bielawa"", ""desc"": ""city in Lower Silesian Voivodeship, southwestern Poland"", ""score"": 25}, {""qid"": ""Q6468815"", ""label"": ""Bielaŭščyna"", ""desc"": ""village in Belarus"", ""score"": 17}, {""qid"": ""Q1881938"", ""label"": ""Bělá"", ""desc"": ""village in Opava District of Moravian Silesian region"", ""score"": 15}, {""qid"": ""Q1899887"", ""label"": ""Bílov"", ""desc"": ""Gemeinde in Tschechien"", ""score"": 13}, {""qid"": ""Q125649149"", ""label"": ""Bielau"", ""desc"": ""family name"", ""score"": 11}, {""qid"": ""Q683577"", ""label"": ""Biała Nyska"", ""desc"": ""Ortschaft der Landgemeinde Nysa (Neisse) in Polen"", ""score"": 11}, {""qid"": ""Q857284"", ""label"": ""Bielau"", ""desc"": ""דף פירושונים"", ""score"": 7}]"
80db840e-2293-421b-9f9f-1d63ac6bb9b5,Bielefeld,bielefeld,Q2112,Bielefeld,26,name_exact|p31_settlement|coords_eu_il|country_DE|has_sitelinks|search_rank_0,Q564750,Bielefeld Central Station,19,auto,"[{""qid"": ""Q2112"", ""label"": ""Bielefeld"", ""desc"": ""big city in North Rhine Westphalia, Germany"", ""score"": 26}, {""qid"": ""Q564750"", ""label"": ""Bielefeld Central Station"", ""desc"": ""Railway station in Northern Rhein - Westfalia, Germany"", ""score"": 19}, {""qid"": ""Q31912389"", ""label"": ""Bielefeld"", ""desc"": ""geographische Lage"", ""score"": 14}, {""qid"": ""Q37280619"", ""label"": ""Bielefeld"", ""desc"": ""Familienname"", ""score"": 13}, {""qid"": ""Q24382"", ""label"": ""Bielefeld University"", ""desc"": ""university in Bielefeld, Germany"", ""score"": 13}, {""qid"": ""Q706435"", ""label"": ""SchücoArena"", ""desc"": ""Fußballstadion in Bielefeld, Nordrhein-Westfalen"", ""score"": 9}, {""qid"": ""Q448335"", ""label"": ""BASE"", ""desc"": ""academic search engine"", ""score"": 6}, {""qid"": ""Q110476543"", ""label"": ""Bielefeld"", ""desc"": """", ""score"": 5}]"
eba71452-103c-4010-bc12-776c9e842aa5,Bielitz,bielitz,Q106583,Bielitz-Biala,23,alias_exact|p31_settlement|coords_eu_il|country_PL|has_sitelinks|search_rank_1,Q4904476,Bielice,17,auto,"[{""qid"": ""Q106583"", ""label"": ""Bielitz-Biala"", ""desc"": ""Stadt in Polen in der Woiwodschaft Schlesien"", ""score"": 23}, {""qid"": ""Q4904476"", ""label"": ""Bielice"", ""desc"": ""village in Nysa county, Opole Voivodeship, in south-western Poland"", ""score"": 17}, {""qid"": ""Q110948675"", ""label"": ""Bielitz"", ""desc"": ""family name"", ""score"": 15}, {""qid"": ""Q1803086"", ""label"": ""Bielitz"", ""desc"": """", ""score"": 11}, {""qid"": ""Q2628593"", ""label"": ""Bielsko"", ""desc"": ""ehemalige Stadt in Cieszyn-Schlesien, Stadtteil von Bielsko-Biała"", ""score"": 11}, {""qid"": ""Q836279"", ""label"": ""Podbeskidzie Bielsko-Biała"", ""desc"": ""polnischer Fußballverein"", ""score"": 6}, {""qid"": ""Q117144499"", ""label"": ""Bielitzer"", ""desc"": ""family name"", ""score"": 2}]"
ba60af97-e8b5-4f2b-8e44-cc85a3ec2dc3,Bleicherode,bleicherode,Q517311,Bleicherode,26,name_exact|p31_settlement|coords_eu_il|country_DE|has_sitelinks|search_rank_0,Q31916027,Bleicherode,22,auto,"[{""qid"": ""Q517311"", ""label"": ""Bleicherode"", ""desc"": ""municipality of Germany"", ""score"": 26}, {""qid"": ""Q31916027"", ""label"": ""Bleicherode"", ""desc"": """", ""score"": 22}, {""qid"": ""Q109443995"", ""label"": ""Bleicherode Ost railway station"", ""desc"": ""railway station in Germany"", ""score"": 17}, {""qid"": ""Q24218624"", ""label"": ""Bleicherode"", ""desc"": ""דף פירושונים"", ""score"": 11}, {""qid"": ""Q93082198"", ""label"": ""Bleicheroder Straße"", ""desc"": ""Straße in Berlin-Pankow"", ""score"": 9}, {""qid"": ""Q883583"", ""label"": ""Bleicheröder Berge"", ""desc"": ""Gebirgszug"", ""score"": 9}, {""qid"": ""Q801972"", ""label"": ""Bleicherode Ost-Herzberg railway"", ""desc"": ""former railway line in Germany"", ""score"": 8}]"
18420da1-e449-433e-b1b3-96ad8ad00548,Böhmisch Leipa,bohmisch-leipa,Q740863,Česká Lípa,21,alias_exact|coords_eu_il|country_CZ|has_sitelinks|search_rank_0,Q15735588,Böhmisch Leipa Hauptbahnhof,15,auto,"[{""qid"": ""Q740863"", ""label"": ""Česká Lípa"", ""desc"": ""town in the Czech Republic"", ""score"": 21}, {""qid"": ""Q15735588"", ""label"": ""Böhmisch Leipa Hauptbahnhof"", ""desc"": ""Bahnhof in Tschechien"", ""score"": 15}, {""qid"": ""Q104713226"", ""label"": ""Českolipská"", ""desc"": ""Böhmisch Leipa Straße in Niemes, Abzweigung in Richtung Bohatice (Česká Lípa). Blick in Richtung Stadt, zum Kreisverkehr am Kozinaplatz."", ""score"": 11}, {""qid"": ""Q22811757"", ""label"": ""Böhmisch Leipa Haltestelle"", ""desc"": ""Haltepunkt in Tschechien"", ""score"": 9}, {""qid"": ""Q120598456"", ""label"": ""Böhmisch-Leipaer Wochenblatt"", ""desc"": """", ""score"": 8}, {""qid"": ""Q120598457"", ""label"": ""Böhmisch-Leipaer Zeitung"", ""desc"": """", ""score"": 4}, {""qid"": ""Q120598455"", ""label"": ""Böhmisch-Leipaer Anzeiger"", ""desc"": """", ""score"": 0}]"
5317b6b8-2125-4bbe-8ba3-db55ac84738c,Bonn,bonn,Q586,Bonn,26,name_exact|p31_settlement|coords_eu_il|country_DE|has_sitelinks|search_rank_0,Q1008015,Bonn,16,auto,"[{""qid"": ""Q586"", ""label"": ""Bonn"", ""desc"": ""city in Germany and capital of former West Germany"", ""score"": 26}, {""qid"": ""Q1008015"", ""label"": ""Bonn"", ""desc"": ""federal electoral district of Germany"", ""score"": 16}, {""qid"": ""Q37566410"", ""label"": ""Bonn"", ""desc"": ""family name"", ""score"": 15}, {""qid"": ""Q892684"", ""label"": ""Bonn"", ""desc"": ""Stadtbezirk der Stadt Bonn, Deutschland"", ""score"": 12}, {""qid"": ""Q845735"", ""label"": ""Bonner Durchmusterung"", ""desc"": ""Sternkatalog"", ""score"": 10}, {""qid"": ""Q892727"", ""label"": ""Bonnefantenmuseum"", ""desc"": ""Kunstmuseum in den Niederlanden"", ""score"": 9}, {""qid"": ""Q571358"", ""label"": ""Michel"", ""desc"": ""German auxiliary cruiser"", ""score"": 8}, {""qid"": ""Q892675"", ""label"": ""Bonn"", ""desc"": ""2011 Berlin-class replenishment ship"", ""score"": 7}]"
a642cf75-eb91-4259-bb4d-68aa9183acae,Bourdeaux,bourdeaux,Q383079,Bourdeaux,22,name_exact|coords_eu_il|country_FR|has_sitelinks|search_rank_0,Q37524136,Bourdeaux,15,auto,"[{""qid"": ""Q383079"", ""label"": ""Bourdeaux"", ""desc"": ""commune in Drôme, France"", ""score"": 22}, {""qid"": ""Q37524136"", ""label"": ""Bourdeaux"", ""desc"": ""family name"", ""score"": 15}, {""qid"": ""Q117882093"", ""label"": ""Bourdeaux weather station"", ""desc"": ""weather station located in Drôme, in France"", ""score"": 15}, {""qid"": ""Q1724560"", ""label"": ""Kanton Bourdeaux"", ""desc"": ""französische Verwaltungseinheit"", ""score"": 15}, {""qid"": ""Q18249545"", ""label"": ""Bourdeaux"", ""desc"": ""דף פירושונים"", ""score"": 9}, {""qid"": ""Q101242984"", ""label"": ""Margaret Bourdeaux"", ""desc"": ""American research director for the Program in Global Public Policy and Social Change"", ""score"": 2}]"
63f39669-bd40-4d8f-89f6-3c0a357cce8a,Brandenburg,brandenburg,Q3931,Brandenburg an der Havel,25,alias_exact|p31_settlement|coords_eu_il|country_DE|has_sitelinks|search_rank_0,Q1208,Brandenburg,20,auto,"[{""qid"": ""Q3931"", ""label"": ""Brandenburg an der Havel"", ""desc"": ""city in Brandenburg, Germany"", ""score"": 25}, {""qid"": ""Q1208"", ""label"": ""Brandenburg"", ""desc"": ""Land der Bundesrepublik Deutschland"", ""score"": 20}, {""qid"": ""Q897887"", ""label"": ""Brandenburg"", ""desc"": ""family name"", ""score"": 13}, {""qid"": ""Q3180863"", ""label"": ""Brandenburg"", ""desc"": ""עיר בארצות הברית"", ""score"": 11}, {""qid"": ""Q700264"", ""label"": ""פרובינציית ברנדנבורג"", ""desc"": ""province of Prussia, Germany (1815–1947)"", ""score"": 11}, {""qid"": ""Q4956662"", ""label"": ""Brandenburg Central Station"", ""desc"": ""railway station in Brandenburg an der Havel, Germany"", ""score"": 11}, {""qid"": ""Q1801895"", ""label"": ""Land Brandenburg"", ""desc"": ""Land der Deutschen Demokratischen Republik"", ""score"": 9}]"
6d5b6cf6-6dab-461d-ac61-ba2b62ffeb0b,Braunschweig,braunschweig,Q2773,Brunswick,25,alias_exact|p31_settlement|coords_eu_il|country_DE|has_sitelinks|search_rank_0,Q901859,Braunschweig,15,auto,"[{""qid"": ""Q2773"", ""label"": ""Brunswick"", ""desc"": ""city in Lower Saxony, Germany"", ""score"": 25}, {""qid"": ""Q901859"", ""label"": ""Braunschweig"", ""desc"": ""1962 Köln-class frigate"", ""score"": 15}, {""qid"": ""Q326029"", ""label"": ""דוכסות בראונשווייג"", ""desc"": ""דוכסות בגרמניה 1918-1915"", ""score"": 15}, {""qid"": ""Q1008020"", ""label"": ""Braunschweig (electoral district)"", ""desc"": ""federal electoral district of Germany"", ""score"": 13}, {""qid"": ""Q36935387"", ""label"": ""Braunschweig"", ""desc"": ""Familienname"", ""score"": 11}, {""qid"": ""Q318930"", ""label"": ""Braunschweig Hauptbahnhof"", ""desc"": ""südöstlich der Braunschweiger Innenstadt gelegener Bahnhof in Deutschland"", ""score"": 11}]"
79105c72-5e2a-4c65-aaf9-5f714fa8f593,Breslau,breslau,Q1799,Wrocław,23,alias_exact|p31_settlement|coords_eu_il|has_sitelinks|search_rank_0,Q4961852,Breslau,17,auto,"[{""qid"": ""Q1799"", ""label"": ""Wrocław"", ""desc"": ""city in the Lower Silesian Voivodeship, southwestern Poland, and historical capital of Silesia"", ""score"": 23}, {""qid"": ""Q4961852"", ""label"": ""Breslau"", ""desc"": ""unincorporated community in Ontario, Canada"", ""score"": 17}, {""qid"": ""Q37574290"", ""label"": ""Breslau"", ""desc"": ""family name"", ""score"": 15}, {""qid"": ""Q4961857"", ""label"": ""Breslau"", ""desc"": ""human settlement in Pierce County, Nebraska, United States"", ""score"": 11}, {""qid"": ""Q435395"", ""label"": ""Alte Breslauer Burschenschaft der Raczeks"", ""desc"": ""Bonner Studentenverbindung in der Deutschen Burschenschaft"", ""score"": 8}, {""qid"": ""Q136102647"", ""label"": ""Die Breslauer Morde"", ""desc"": ""polnische Miniserie (2025)"", ""score"": 6}, {""qid"": ""Q37064666"", ""label"": ""Breslauer"", ""desc"": ""family name"", ""score"": 4}]"
437e4336-b851-4580-ab08-bfd8fb114f09,Brieg,brieg,Q214640,Brzeg,21,alias_exact|coords_eu_il|country_PL|has_sitelinks|search_rank_0,Q245267,Briec,19,manual,"[{""qid"": ""Q214640"", ""label"": ""Brzeg"", ""desc"": ""city in Opole Voivodeship in southwestern Poland"", ""score"": 21}, {""qid"": ""Q245267"", ""label"": ""Briec"", ""desc"": ""commune in Finistère, France"", ""score"": 19}, {""qid"": ""Q2081583"", ""label"": ""Briga"", ""desc"": ""Siedlung in Slowenien"", ""score"": 15}, {""qid"": ""Q36987204"", ""label"": ""Brieger"", ""desc"": ""family name"", ""score"": 10}, {""qid"": ""Q81731327"", ""label"": ""Brieg"", ""desc"": ""männlicher Vorname"", ""score"": 9}, {""qid"": ""Q2314714"", ""label"": ""Friedrich Gustav Brieger"", ""desc"": ""deutsch-brasilianischer Botaniker und Pflanzenzüchter (1900–1985)"", ""score"": 6}, {""qid"": ""Q36867492"", ""label"": ""Briegel"", ""desc"": ""שם משפחה (Briegel)"", ""score"": 4}, {""qid"": ""Q106353766"", ""label"": ""Briegerová"", ""desc"": ""שם משפחה (Briegerová)"", ""score"": 2}]"
1828c335-e2c2-449b-bf57-51483aca628a,Brno,brno,Q14960,Brno,26,name_exact|p31_settlement|coords_eu_il|country_CZ|has_sitelinks|search_rank_0,Q12039338,Brno-město,21,auto,"[{""qid"": ""Q14960"", ""label"": ""Brno"", ""desc"": ""city in the Czech Republic"", ""score"": 26}, {""qid"": ""Q12039338"", ""label"": ""Brno-město"", ""desc"": ""neighborhood of Brno-střed"", ""score"": 21}, {""qid"": ""Q11342506"", ""label"": ""Brno"", ""desc"": ""scrapped cargo ship"", ""score"": 15}, {""qid"": ""Q222686"", ""label"": ""Masaryk Circuit"", ""desc"": ""race track"", ""score"": 15}, {""qid"": ""Q192697"", ""label"": ""South Moravian Region"", ""desc"": ""region of the Czech Republic"", ""score"": 13}, {""qid"": ""Q11088399"", ""label"": ""Zentralfriedhof Brünn"", ""desc"": ""Friedhof in Tschechien"", ""score"": 9}, {""qid"": ""Q921772"", ""label"": ""Brünn Hauptbahnhof"", ""desc"": ""Hauptbahnhof der Stadt Brünn"", ""score"": 9}, {""qid"": ""Q23852864"", ""label"": ""Brno"", ""desc"": ""article in Otto's encyclopedia"", ""score"": 7}, {""qid"": ""Q918554"", ""label"": ""2889 Brno"", ""desc"": ""אסטרואיד"", ""score"": 6}]"
9c2132c0-2c5c-4e6c-8f30-174262db6444,Brody,brody,Q465104,Brody,22,name_exact|coords_eu_il|country_UA|has_sitelinks|search_rank_0,Q149790,Brody,20,manual,"[{""qid"": ""Q465104"", ""label"": ""Brody"", ""desc"": ""city in the Lviv Oblast, Ukraine"", ""score"": 22}, {""qid"": ""Q149790"", ""label"": ""Brody"", ""desc"": ""Stadt in der Woiwodschaft Lebus, Polen"", ""score"": 20}, {""qid"": ""Q16693231"", ""label"": ""Brody"", ""desc"": ""village in Barysaŭ district, Belarus"", ""score"": 18}, {""qid"": ""Q13630463"", ""label"": ""Brody"", ""desc"": ""family name"", ""score"": 15}, {""qid"": ""Q16693233"", ""label"": ""Brody"", ""desc"": ""village in Maladziečna district, Belarus"", ""score"": 14}, {""qid"": ""Q75135360"", ""label"": ""Bródy"", ""desc"": ""family name"", ""score"": 7}, {""qid"": ""Q283868"", ""label"": ""9974 Brody"", ""desc"": ""אסטרואיד"", ""score"": 6}]"
4cc93f23-7ad1-43e6-849f-909c95b160b2,Brooklyn,brooklyn,Q18419,Brooklyn,17,"name_exact|coords_outside(40.7,-73.9)|has_sitelinks|search_rank_0",Q16275093,Brooklyn,15,manual,"[{""qid"": ""Q18419"", ""label"": ""Brooklyn"", ""desc"": ""borough of New York City, New York, United States"", ""score"": 17}, {""qid"": ""Q16275093"", ""label"": ""Brooklyn"", ""desc"": ""unisex given name"", ""score"": 15}, {""qid"": ""Q371625"", ""label"": ""ברוקלין קולג'"", ""desc"": ""מכללה בארצות הברית"", ""score"": 12}, {""qid"": ""Q2446296"", ""label"": ""Brooklyn"", ""desc"": ""town in Connecticut"", ""score"": 11}, {""qid"": ""Q1930227"", ""label"": ""Brooklyn"", ""desc"": ""village in Michigan, United States"", ""score"": 9}, {""qid"": ""Q37490395"", ""label"": ""Brooklyn"", ""desc"": ""שם משפחה (Brooklyn)"", ""score"": 5}, {""qid"": ""Q632682"", ""label"": ""Brooklyn Museum"", ""desc"": ""art museum in Brooklyn, New York"", ""score"": 4}]"
